geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,30,46,1,16,7
Alaska,18,64,0,18,0
Arizona,36,46,3,15,0
Arkansas,45,34,4,11,6
California,38,43,3,12,4
Colorado,23,53,4,16,4
Connecticut,42,38,2,14,4
Delaware,67,25,0,0,8
District of Columbia,64,18,0,18,0
Florida,39,44,2,11,4
Georgia,33,38,5,19,5
Hawaii,35,40,0,5,20
Idaho,26,52,0,22,0
Illinois,35,39,7,16,3
Indiana,11,80,2,6,1
Iowa,42,40,3,12,3
Kansas,28,47,3,22,0
Kentucky,29,45,2,18,6
Louisiana,41,41,0,13,5
Maine,24,44,0,28,4
Maryland,34,34,3,16,13
Massachusetts,41,25,3,24,7
Michigan,32,41,8,13,6
Minnesota,36,37,1,22,4
Mississippi,44,33,3,9,11
Missouri,30,45,5,18,2
Montana,50,33,0,17,0
Nebraska,35,42,6,12,5
Nevada,41,39,0,12,8
New Hampshire,35,44,0,6,15
New Jersey,35,38,3,17,7
New Mexico,43,36,0,14,7
New York,38,36,4,15,7
North Carolina,36,39,4,14,7
North Dakota,33,33,0,34,0
Ohio,37,41,4,13,5
Oklahoma,27,47,1,18,7
Oregon,33,47,1,15,4
Pennsylvania,37,40,2,15,6
Rhode Island,59,17,16,0,8
South Carolina,35,38,3,21,3
South Dakota,30,30,0,20,20
Tennessee,21,52,7,15,5
Texas,39,37,1,17,6
Utah,36,39,4,19,2
Vermont,20,30,0,40,10
Virginia,42,33,1,15,9
Washington,31,46,2,18,3
West Virginia,37,53,5,5,0
Wisconsin,25,44,1,22,8
Wyoming,0,20,0,80,0
