geoName,glaucoma
Alabama,18
Alaska,0
Arizona,15
Arkansas,16
California,19
Colorado,19
Connecticut,0
Delaware,100
District of Columbia,7
Florida,12
Georgia,23
Hawaii,17
Idaho,0
Illinois,21
Indiana,26
Iowa,0
Kansas,20
Kentucky,26
Louisiana,8
Maine,18
Maryland,31
Massachusetts,12
Michigan,14
Minnesota,12
Mississippi,0
Missouri,20
Montana,0
Nebraska,16
Nevada,39
New Hampshire,0
New Jersey,14
New Mexico,0
New York,17
North Carolina,21
North Dakota,54
Ohio,14
Oklahoma,19
Oregon,17
Pennsylvania,14
Rhode Island,41
South Carolina,19
South Dakota,0
Tennessee,28
Texas,14
Utah,10
Vermont,0
Virginia,19
Washington,17
West Virginia,0
Wisconsin,9
Wyoming,59
