geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,46,38,2,14,0
Alaska,40,60,0,0,0
Arizona,35,45,3,14,3
Arkansas,45,31,6,18,0
California,41,42,3,10,4
Colorado,27,48,5,12,8
Connecticut,33,38,8,11,10
Delaware,28,58,0,0,14
District of Columbia,41,31,0,19,9
Florida,39,37,2,17,5
Georgia,45,40,0,9,6
Hawaii,50,31,0,13,6
Idaho,33,25,0,26,16
Illinois,36,36,4,17,7
Indiana,14,69,1,10,6
Iowa,24,42,0,22,12
Kansas,41,45,0,14,0
Kentucky,28,45,3,14,10
Louisiana,31,50,2,17,0
Maine,28,43,0,15,14
Maryland,46,28,0,18,8
Massachusetts,42,37,1,16,4
Michigan,43,38,0,12,7
Minnesota,49,32,6,13,0
Mississippi,40,33,6,21,0
Missouri,33,37,1,20,9
Montana,10,80,0,0,10
Nebraska,24,53,5,12,6
Nevada,52,36,4,4,4
New Hampshire,27,45,0,28,0
New Jersey,39,36,3,11,11
New Mexico,30,43,0,27,0
New York,38,40,2,15,5
North Carolina,37,39,4,14,6
North Dakota,20,60,0,20,0
Ohio,38,37,4,14,7
Oklahoma,34,56,2,8,0
Oregon,34,42,5,11,8
Pennsylvania,36,40,4,14,6
Rhode Island,21,57,0,15,7
South Carolina,34,50,4,7,5
South Dakota,20,60,0,20,0
Tennessee,29,54,5,5,7
Texas,45,35,2,15,3
Utah,29,58,3,10,0
Vermont,63,37,0,0,0
Virginia,35,39,7,14,5
Washington,36,45,2,14,3
West Virginia,38,46,0,16,0
Wisconsin,20,51,4,19,6
Wyoming,24,50,0,26,0
