geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,30,41,5,18,6
Alaska,20,40,0,40,0
Arizona,38,39,3,17,3
Arkansas,46,40,2,12,0
California,40,38,4,14,4
Colorado,29,39,6,21,5
Connecticut,32,54,0,8,6
Delaware,17,45,0,22,16
District of Columbia,35,45,0,10,10
Florida,42,39,2,13,4
Georgia,39,46,4,6,5
Hawaii,30,59,0,6,5
Idaho,35,49,0,6,10
Illinois,40,41,2,12,5
Indiana,31,48,2,17,2
Iowa,51,33,0,16,0
Kansas,27,30,7,24,12
Kentucky,32,36,6,19,7
Louisiana,39,39,1,16,5
Maine,18,43,0,21,18
Maryland,46,38,3,9,4
Massachusetts,42,37,3,11,7
Michigan,35,40,3,18,4
Minnesota,32,42,7,17,2
Mississippi,55,29,0,12,4
Missouri,34,39,7,16,4
Montana,39,45,0,16,0
Nebraska,42,39,2,12,5
Nevada,31,55,0,12,2
New Hampshire,42,42,11,5,0
New Jersey,46,41,2,9,2
New Mexico,35,44,12,6,3
New York,40,41,2,12,5
North Carolina,38,40,3,13,6
North Dakota,27,64,0,9,0
Ohio,34,40,4,16,6
Oklahoma,42,39,4,13,2
Oregon,23,43,8,18,8
Pennsylvania,42,35,4,15,4
Rhode Island,30,47,0,23,0
South Carolina,36,41,3,11,9
South Dakota,38,25,0,37,0
Tennessee,31,47,5,13,4
Texas,39,40,5,11,5
Utah,31,43,3,20,3
Vermont,25,75,0,0,0
Virginia,33,41,5,12,9
Washington,32,45,3,14,6
West Virginia,45,30,0,23,2
Wisconsin,29,44,3,18,6
Wyoming,20,80,0,0,0
