geoName,glaucoma
Alabama,46
Alaska,49
Arizona,56
Arkansas,27
California,38
Colorado,13
Connecticut,48
Delaware,83
District of Columbia,36
Florida,53
Georgia,36
Hawaii,29
Idaho,0
Illinois,27
Indiana,56
Iowa,53
Kansas,17
Kentucky,31
Louisiana,41
Maine,31
Maryland,23
Massachusetts,39
Michigan,41
Minnesota,40
Mississippi,28
Missouri,35
Montana,0
Nebraska,27
Nevada,33
New Hampshire,59
New Jersey,29
New Mexico,36
New York,29
North Carolina,29
North Dakota,0
Ohio,16
Oklahoma,50
Oregon,50
Pennsylvania,67
Rhode Island,0
South Carolina,16
South Dakota,0
Tennessee,60
Texas,24
Utah,18
Vermont,0
Virginia,25
Washington,19
West Virginia,77
Wisconsin,16
Wyoming,100
