geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,33,34,6,18,9
Alaska,25,50,0,25,0
Arizona,40,41,3,14,2
Arkansas,40,35,0,15,10
California,44,32,3,18,3
Colorado,34,37,1,18,10
Connecticut,31,46,2,14,7
Delaware,0,67,0,0,33
District of Columbia,46,27,0,18,9
Florida,44,34,3,16,3
Georgia,68,15,1,13,3
Hawaii,31,44,0,25,0
Idaho,22,45,0,33,0
Illinois,49,28,3,16,4
Indiana,37,31,0,24,8
Iowa,33,38,0,29,0
Kansas,28,40,4,20,8
Kentucky,40,24,10,20,6
Louisiana,36,36,11,14,3
Maine,35,48,0,17,0
Maryland,42,18,3,34,3
Massachusetts,41,34,2,22,1
Michigan,42,25,6,12,15
Minnesota,50,23,0,22,5
Mississippi,56,23,5,11,5
Missouri,53,18,4,16,9
Montana,57,43,0,0,0
Nebraska,23,55,4,14,4
Nevada,31,39,8,19,3
New Hampshire,50,22,0,21,7
New Jersey,47,32,3,13,5
New Mexico,37,25,0,38,0
New York,42,33,1,18,6
North Carolina,37,34,2,18,9
North Dakota,25,38,0,37,0
Ohio,40,35,0,18,7
Oklahoma,49,30,5,9,7
Oregon,39,42,3,14,2
Pennsylvania,41,27,2,23,7
Rhode Island,0,60,0,0,40
South Carolina,39,34,4,19,4
South Dakota,67,0,0,33,0
Tennessee,49,30,5,14,2
Texas,46,30,0,20,4
Utah,20,20,0,60,0
Vermont,0,0,0,0,0
Virginia,31,44,3,19,3
Washington,41,38,2,18,1
West Virginia,25,25,0,38,12
Wisconsin,36,34,2,23,5
Wyoming,0,50,0,50,0
