geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,36,37,3,18,6
Alaska,40,40,0,20,0
Arizona,35,48,5,10,2
Arkansas,49,13,2,25,11
California,42,34,3,16,5
Colorado,36,41,5,12,6
Connecticut,43,35,0,15,7
Delaware,33,56,0,11,0
District of Columbia,50,29,0,21,0
Florida,41,42,2,12,3
Georgia,35,41,4,16,4
Hawaii,42,26,0,16,16
Idaho,36,21,0,36,7
Illinois,41,34,3,17,5
Indiana,28,37,7,21,7
Iowa,28,52,3,17,0
Kansas,43,29,9,10,9
Kentucky,32,45,6,13,4
Louisiana,44,33,2,14,7
Maine,33,45,0,22,0
Maryland,47,34,2,13,4
Massachusetts,46,28,4,13,9
Michigan,29,47,4,16,4
Minnesota,35,38,7,18,2
Mississippi,62,20,4,14,0
Missouri,45,30,3,15,7
Montana,0,100,0,0,0
Nebraska,30,35,5,15,15
Nevada,42,33,0,19,6
New Hampshire,37,44,0,19,0
New Jersey,32,49,3,14,2
New Mexico,36,36,0,28,0
New York,40,38,4,13,5
North Carolina,33,46,3,14,4
North Dakota,30,40,0,30,0
Ohio,39,39,1,15,6
Oklahoma,45,27,8,15,5
Oregon,34,43,4,13,6
Pennsylvania,32,45,6,9,8
Rhode Island,57,43,0,0,0
South Carolina,45,41,3,8,3
South Dakota,8,59,0,17,16
Tennessee,32,42,5,18,3
Texas,42,34,3,14,7
Utah,44,42,2,10,2
Vermont,0,80,0,0,20
Virginia,39,40,0,12,9
Washington,38,36,6,14,6
West Virginia,17,53,8,22,0
Wisconsin,28,39,1,22,10
Wyoming,67,0,0,33,0
