geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,41,33,3,13,10
Alaska,50,50,0,0,0
Arizona,41,31,3,23,2
Arkansas,40,36,2,22,0
California,42,38,2,14,4
Colorado,29,46,3,15,7
Connecticut,33,42,1,17,7
Delaware,42,29,0,29,0
District of Columbia,37,45,0,9,9
Florida,39,41,1,15,4
Georgia,47,34,3,11,5
Hawaii,67,17,0,8,8
Idaho,34,33,0,27,6
Illinois,36,36,4,22,2
Indiana,30,49,1,10,10
Iowa,37,48,2,13,0
Kansas,45,37,0,16,2
Kentucky,24,50,3,15,8
Louisiana,42,36,0,14,8
Maine,54,29,0,6,11
Maryland,48,34,2,13,3
Massachusetts,46,39,2,11,2
Michigan,44,37,2,12,5
Minnesota,33,37,8,20,2
Mississippi,41,45,0,11,3
Missouri,34,40,6,16,4
Montana,67,33,0,0,0
Nebraska,40,30,5,10,15
Nevada,40,43,0,17,0
New Hampshire,39,46,0,8,7
New Jersey,37,38,3,18,4
New Mexico,40,30,0,26,4
New York,38,40,2,15,5
North Carolina,42,38,1,16,3
North Dakota,36,43,0,21,0
Ohio,40,31,1,21,7
Oklahoma,33,53,0,7,7
Oregon,35,40,1,21,3
Pennsylvania,44,37,1,12,6
Rhode Island,35,40,5,10,10
South Carolina,42,33,0,17,8
South Dakota,58,14,0,28,0
Tennessee,26,55,1,13,5
Texas,41,34,4,15,6
Utah,30,52,2,8,8
Vermont,17,33,0,34,16
Virginia,38,39,2,13,8
Washington,34,41,6,14,5
West Virginia,40,35,4,8,13
Wisconsin,36,44,3,16,1
Wyoming,0,40,0,60,0
