geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,42,42,0,14,2
Alaska,40,40,0,20,0
Arizona,36,49,3,9,3
Arkansas,48,23,0,29,0
California,39,39,4,11,7
Colorado,40,48,0,10,2
Connecticut,44,26,0,18,12
Delaware,54,46,0,0,0
District of Columbia,47,33,0,16,4
Florida,39,44,3,7,7
Georgia,43,40,3,13,1
Hawaii,44,31,0,0,25
Idaho,38,62,0,0,0
Illinois,37,42,3,11,7
Indiana,15,68,4,9,4
Iowa,33,50,9,4,4
Kansas,39,45,11,5,0
Kentucky,36,40,0,21,3
Louisiana,33,50,3,7,7
Maine,22,56,0,0,22
Maryland,43,43,3,7,4
Massachusetts,40,34,5,18,3
Michigan,33,37,0,20,10
Minnesota,50,32,0,9,9
Mississippi,24,54,0,7,15
Missouri,37,45,1,12,5
Montana,45,22,0,33,0
Nebraska,36,50,7,7,0
Nevada,31,43,0,23,3
New Hampshire,38,38,0,12,12
New Jersey,36,41,4,14,5
New Mexico,56,33,11,0,0
New York,34,40,3,18,5
North Carolina,37,36,3,15,9
North Dakota,0,50,0,50,0
Ohio,42,34,1,16,7
Oklahoma,31,45,7,12,5
Oregon,25,51,7,12,5
Pennsylvania,37,37,4,16,6
Rhode Island,37,36,18,0,9
South Carolina,47,26,7,18,2
South Dakota,51,25,0,12,12
Tennessee,41,35,0,17,7
Texas,40,41,3,11,5
Utah,37,44,2,15,2
Vermont,0,67,0,33,0
Virginia,46,34,2,13,5
Washington,30,49,1,16,4
West Virginia,30,40,0,10,20
Wisconsin,39,38,2,19,2
Wyoming,100,0,0,0,0
