geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,44,7,7,5
Alaska,100,0,0,0,0
Arizona,36,45,3,11,5
Arkansas,36,46,0,9,9
California,38,41,3,12,6
Colorado,26,56,0,12,6
Connecticut,32,44,4,14,6
Delaware,40,60,0,0,0
District of Columbia,50,29,0,7,14
Florida,34,44,0,15,7
Georgia,46,37,3,12,2
Hawaii,27,60,0,13,0
Idaho,31,31,0,38,0
Illinois,34,43,3,15,5
Indiana,18,72,1,5,4
Iowa,37,42,5,16,0
Kansas,29,45,5,13,8
Kentucky,40,32,2,18,8
Louisiana,45,39,2,9,5
Maine,29,28,0,29,14
Maryland,28,42,6,13,11
Massachusetts,41,41,2,12,4
Michigan,44,34,8,13,1
Minnesota,40,36,1,20,3
Mississippi,50,25,6,13,6
Missouri,36,42,7,12,3
Montana,25,75,0,0,0
Nebraska,45,30,0,20,5
Nevada,34,43,0,19,4
New Hampshire,46,36,9,0,9
New Jersey,48,34,0,15,3
New Mexico,31,46,0,23,0
New York,40,40,3,13,4
North Carolina,28,51,0,16,5
North Dakota,100,0,0,0,0
Ohio,38,46,2,12,2
Oklahoma,40,26,0,26,8
Oregon,34,42,0,15,9
Pennsylvania,36,45,2,10,7
Rhode Island,56,11,0,0,33
South Carolina,33,53,0,12,2
South Dakota,17,50,0,17,16
Tennessee,24,50,0,21,5
Texas,41,35,4,16,4
Utah,10,66,7,10,7
Vermont,0,50,0,34,16
Virginia,34,42,4,16,4
Washington,32,42,1,18,7
West Virginia,36,29,0,21,14
Wisconsin,29,37,0,26,8
Wyoming,50,50,0,0,0
