geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,34,41,7,15,3
Alaska,0,0,0,0,0
Arizona,36,35,8,16,5
Arkansas,60,13,9,14,4
California,51,27,4,12,6
Colorado,34,31,2,21,12
Connecticut,28,43,2,22,5
Delaware,34,33,0,17,16
District of Columbia,60,40,0,0,0
Florida,46,31,4,13,6
Georgia,39,36,8,13,4
Hawaii,22,33,0,45,0
Idaho,27,47,0,26,0
Illinois,40,30,7,16,7
Indiana,26,54,2,14,4
Iowa,55,20,0,25,0
Kansas,51,18,0,31,0
Kentucky,40,36,3,14,7
Louisiana,40,32,2,16,10
Maine,37,18,0,9,36
Maryland,40,38,2,12,8
Massachusetts,39,8,15,16,22
Michigan,44,26,7,18,5
Minnesota,51,15,4,21,9
Mississippi,45,35,0,15,5
Missouri,45,29,6,14,6
Montana,20,40,0,40,0
Nebraska,38,31,0,31,0
Nevada,41,45,11,3,0
New Hampshire,25,38,13,12,12
New Jersey,39,29,7,20,5
New Mexico,51,37,0,12,0
New York,43,34,5,12,6
North Carolina,37,33,5,17,8
North Dakota,75,0,0,25,0
Ohio,43,29,3,12,13
Oklahoma,27,40,3,21,9
Oregon,32,23,8,23,14
Pennsylvania,40,23,7,19,11
Rhode Island,50,50,0,0,0
South Carolina,28,34,7,24,7
South Dakota,84,0,0,16,0
Tennessee,29,48,3,13,7
Texas,39,34,5,13,9
Utah,38,10,3,28,21
Vermont,50,0,0,0,50
Virginia,36,34,2,14,14
Washington,33,34,7,13,13
West Virginia,46,0,9,36,9
Wisconsin,39,26,6,18,11
Wyoming,34,33,0,33,0
