geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,0,0,0,0
Alaska,0,0,0,0,0
Arizona,42,0,0,39,19
Arkansas,0,0,0,0,0
California,27,27,10,31,5
Colorado,68,0,0,32,0
Connecticut,0,100,0,0,0
Delaware,52,0,0,48,0
District of Columbia,52,0,0,48,0
Florida,34,34,0,32,0
Georgia,0,42,19,39,0
Hawaii,0,0,0,0,0
Idaho,0,0,0,0,0
Illinois,15,29,0,56,0
Indiana,34,34,0,32,0
Iowa,100,0,0,0,0
Kansas,0,0,0,100,0
Kentucky,0,0,0,0,0
Louisiana,52,0,0,48,0
Maine,0,0,0,100,0
Maryland,61,20,0,19,0
Massachusetts,35,17,16,16,16
Michigan,52,12,24,12,0
Minnesota,33,67,0,0,0
Mississippi,0,0,0,0,0
Missouri,25,51,0,24,0
Montana,0,0,0,0,0
Nebraska,0,0,0,0,0
Nevada,0,0,0,0,100
New Hampshire,52,0,0,0,48
New Jersey,26,26,0,24,24
New Mexico,0,0,0,0,0
New York,32,31,0,22,15
North Carolina,0,21,0,79,0
North Dakota,0,0,0,0,0
Ohio,26,38,0,36,0
Oklahoma,100,0,0,0,0
Oregon,34,34,0,32,0
Pennsylvania,0,0,0,50,50
Rhode Island,0,51,0,49,0
South Carolina,0,0,0,0,100
South Dakota,0,0,0,0,0
Tennessee,41,40,0,0,19
Texas,37,37,0,26,0
Utah,50,50,0,0,0
Vermont,100,0,0,0,0
Virginia,11,46,0,21,22
Washington,14,58,0,28,0
West Virginia,0,0,0,0,0
Wisconsin,0,51,0,49,0
Wyoming,0,0,0,0,0
