geoName,glaucoma
Alabama,50
Alaska,0
Arizona,13
Arkansas,29
California,30
Colorado,31
Connecticut,49
Delaware,89
District of Columbia,13
Florida,50
Georgia,27
Hawaii,89
Idaho,0
Illinois,36
Indiana,23
Iowa,100
Kansas,17
Kentucky,34
Louisiana,16
Maine,32
Maryland,89
Massachusetts,24
Michigan,33
Minnesota,27
Mississippi,0
Missouri,6
Montana,0
Nebraska,0
Nevada,20
New Hampshire,32
New Jersey,15
New Mexico,37
New York,25
North Carolina,41
North Dakota,74
Ohio,79
Oklahoma,52
Oregon,39
Pennsylvania,32
Rhode Island,31
South Carolina,0
South Dakota,0
Tennessee,21
Texas,25
Utah,16
Vermont,0
Virginia,37
Washington,15
West Virginia,71
Wisconsin,8
Wyoming,0
