geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,32,44,3,14,7
Alaska,67,17,0,16,0
Arizona,37,47,2,10,4
Arkansas,49,29,2,11,9
California,36,43,2,15,4
Colorado,25,52,0,16,7
Connecticut,27,38,4,17,14
Delaware,47,40,0,13,0
District of Columbia,25,51,0,16,8
Florida,37,41,3,14,5
Georgia,37,42,2,13,6
Hawaii,28,72,0,0,0
Idaho,47,32,0,18,3
Illinois,32,39,4,21,4
Indiana,17,70,2,10,1
Iowa,37,37,3,13,10
Kansas,27,66,0,3,4
Kentucky,40,39,1,8,12
Louisiana,34,41,0,18,7
Maine,30,48,0,14,8
Maryland,41,36,0,15,8
Massachusetts,34,35,6,19,6
Michigan,39,33,3,19,6
Minnesota,32,39,5,20,4
Mississippi,25,47,3,11,14
Missouri,23,50,6,14,7
Montana,26,61,0,13,0
Nebraska,34,45,3,15,3
Nevada,51,21,0,26,2
New Hampshire,32,48,0,10,10
New Jersey,37,46,2,13,2
New Mexico,35,46,3,13,3
New York,40,41,4,12,3
North Carolina,37,39,1,16,7
North Dakota,10,50,0,40,0
Ohio,31,44,2,19,4
Oklahoma,23,39,5,28,5
Oregon,28,44,0,18,10
Pennsylvania,30,39,5,18,8
Rhode Island,50,34,0,0,16
South Carolina,40,46,3,10,1
South Dakota,0,67,0,33,0
Tennessee,25,52,4,11,8
Texas,40,36,4,16,4
Utah,22,52,4,17,5
Vermont,17,67,0,0,16
Virginia,44,34,6,11,5
Washington,39,43,4,8,6
West Virginia,35,51,0,7,7
Wisconsin,23,47,1,18,11
Wyoming,0,76,0,24,0
