geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,41,39,0,17,3
Alaska,62,38,0,0,0
Arizona,42,44,1,12,1
Arkansas,24,24,0,44,8
California,41,37,3,15,4
Colorado,26,51,1,17,5
Connecticut,35,39,3,18,5
Delaware,30,60,0,10,0
District of Columbia,48,35,0,13,4
Florida,37,38,3,17,5
Georgia,41,40,2,13,4
Hawaii,21,53,0,21,5
Idaho,41,37,0,13,9
Illinois,44,35,2,16,3
Indiana,33,52,1,11,3
Iowa,53,27,10,5,5
Kansas,34,32,10,14,10
Kentucky,33,43,2,18,4
Louisiana,48,31,8,9,4
Maine,55,35,0,10,0
Maryland,42,39,3,13,3
Massachusetts,42,35,3,16,4
Michigan,38,35,2,19,6
Minnesota,38,36,4,19,3
Mississippi,60,28,4,4,4
Missouri,41,42,0,10,7
Montana,9,55,0,36,0
Nebraska,48,26,0,16,10
Nevada,31,32,0,23,14
New Hampshire,40,30,0,20,10
New Jersey,46,35,3,14,2
New Mexico,30,57,0,4,9
New York,41,36,3,16,4
North Carolina,38,40,4,16,2
North Dakota,60,30,0,10,0
Ohio,43,37,4,14,2
Oklahoma,43,33,0,22,2
Oregon,36,32,4,21,7
Pennsylvania,32,46,2,15,5
Rhode Island,14,43,0,29,14
South Carolina,39,36,1,23,1
South Dakota,14,43,0,36,7
Tennessee,30,40,9,15,6
Texas,44,32,3,16,5
Utah,48,40,0,4,8
Vermont,80,20,0,0,0
Virginia,37,36,3,22,2
Washington,35,44,1,15,5
West Virginia,28,29,0,21,22
Wisconsin,36,42,2,12,8
Wyoming,0,100,0,0,0
