geoName,glaucoma
Alabama,13
Alaska,42
Arizona,33
Arkansas,67
California,32
Colorado,37
Connecticut,17
Delaware,0
District of Columbia,29
Florida,49
Georgia,28
Hawaii,51
Idaho,67
Illinois,23
Indiana,45
Iowa,35
Kansas,14
Kentucky,50
Louisiana,26
Maine,27
Maryland,52
Massachusetts,21
Michigan,14
Minnesota,23
Mississippi,72
Missouri,40
Montana,0
Nebraska,22
Nevada,15
New Hampshire,27
New Jersey,42
New Mexico,61
New York,35
North Carolina,32
North Dakota,0
Ohio,39
Oklahoma,100
Oregon,8
Pennsylvania,30
Rhode Island,54
South Carolina,64
South Dakota,0
Tennessee,41
Texas,27
Utah,0
Vermont,0
Virginia,33
Washington,29
West Virginia,0
Wisconsin,32
Wyoming,78
