geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,58,25,7,7,3
Alaska,46,36,0,18,0
Arizona,36,40,5,16,3
Arkansas,46,23,0,31,0
California,40,34,5,16,5
Colorado,57,18,0,15,10
Connecticut,26,39,5,20,10
Delaware,25,63,0,12,0
District of Columbia,51,28,0,5,16
Florida,48,30,2,16,4
Georgia,34,42,7,15,2
Hawaii,45,30,0,20,5
Idaho,30,40,0,20,10
Illinois,47,34,1,14,4
Indiana,37,37,0,22,4
Iowa,37,36,0,23,4
Kansas,38,31,3,19,9
Kentucky,35,35,15,10,5
Louisiana,40,32,7,11,10
Maine,60,13,0,27,0
Maryland,48,30,0,17,5
Massachusetts,43,31,3,19,4
Michigan,40,29,5,15,11
Minnesota,47,26,0,23,4
Mississippi,50,25,0,20,5
Missouri,22,48,4,18,8
Montana,50,25,0,25,0
Nebraska,28,50,0,22,0
Nevada,23,50,0,27,0
New Hampshire,50,21,0,29,0
New Jersey,42,38,0,14,6
New Mexico,33,40,0,27,0
New York,50,23,4,16,7
North Carolina,44,39,1,13,3
North Dakota,25,50,0,25,0
Ohio,41,33,1,21,4
Oklahoma,56,19,3,19,3
Oregon,45,42,2,6,5
Pennsylvania,44,36,0,17,3
Rhode Island,62,23,0,15,0
South Carolina,47,40,0,13,0
South Dakota,33,0,0,67,0
Tennessee,44,39,2,13,2
Texas,47,35,2,9,7
Utah,34,61,5,0,0
Vermont,72,28,0,0,0
Virginia,63,25,2,10,0
Washington,33,43,7,14,3
West Virginia,47,23,0,23,7
Wisconsin,28,35,4,24,9
Wyoming,50,25,0,25,0
