geoName,glaucoma
Alabama,45
Alaska,74
Arizona,25
Arkansas,81
California,35
Colorado,25
Connecticut,22
Delaware,0
District of Columbia,50
Florida,42
Georgia,52
Hawaii,68
Idaho,0
Illinois,33
Indiana,33
Iowa,53
Kansas,25
Kentucky,10
Louisiana,32
Maine,47
Maryland,40
Massachusetts,43
Michigan,44
Minnesota,26
Mississippi,0
Missouri,50
Montana,50
Nebraska,0
Nevada,41
New Hampshire,70
New Jersey,26
New Mexico,0
New York,24
North Carolina,34
North Dakota,0
Ohio,46
Oklahoma,25
Oregon,45
Pennsylvania,36
Rhode Island,48
South Carolina,0
South Dakota,0
Tennessee,44
Texas,39
Utah,0
Vermont,100
Virginia,32
Washington,31
West Virginia,0
Wisconsin,30
Wyoming,0
