geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,49,0,0,51,0
Alaska,0,100,0,0,0
Arizona,100,0,0,0,0
Arkansas,0,0,0,0,0
California,49,43,2,2,4
Colorado,25,50,0,0,25
Connecticut,29,43,0,14,14
Delaware,0,0,0,0,0
District of Columbia,30,50,0,20,0
Florida,55,23,4,14,4
Georgia,28,36,0,29,7
Hawaii,0,0,0,0,0
Idaho,50,50,0,0,0
Illinois,31,31,6,26,6
Indiana,50,33,0,17,0
Iowa,75,25,0,0,0
Kansas,75,25,0,0,0
Kentucky,40,40,0,20,0
Louisiana,67,33,0,0,0
Maine,0,0,0,100,0
Maryland,22,67,0,0,11
Massachusetts,14,43,0,36,7
Michigan,43,43,0,14,0
Minnesota,25,25,0,25,25
Mississippi,25,50,0,25,0
Missouri,50,16,17,17,0
Montana,0,100,0,0,0
Nebraska,100,0,0,0,0
Nevada,0,100,0,0,0
New Hampshire,50,50,0,0,0
New Jersey,22,45,0,22,11
New Mexico,67,33,0,0,0
New York,35,31,0,31,3
North Carolina,58,0,0,34,8
North Dakota,0,0,0,0,0
Ohio,38,25,0,25,12
Oklahoma,33,34,0,0,33
Oregon,67,16,0,17,0
Pennsylvania,29,43,0,14,14
Rhode Island,0,0,0,0,100
South Carolina,75,25,0,0,0
South Dakota,0,0,0,0,0
Tennessee,55,0,0,45,0
Texas,48,39,0,13,0
Utah,33,33,0,34,0
Vermont,0,0,0,0,0
Virginia,72,14,0,7,7
Washington,18,45,0,37,0
West Virginia,0,0,0,0,0
Wisconsin,63,25,0,12,0
Wyoming,0,0,0,100,0
