geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,33,43,5,11,8
Alaska,56,33,0,11,0
Arizona,41,37,5,9,8
Arkansas,44,38,4,9,5
California,35,42,5,15,3
Colorado,37,42,2,15,4
Connecticut,40,35,0,14,11
Delaware,29,43,0,14,14
District of Columbia,29,28,0,14,29
Florida,39,42,2,14,3
Georgia,32,47,2,8,11
Hawaii,48,35,0,11,6
Idaho,21,58,0,16,5
Illinois,32,45,5,13,5
Indiana,12,77,2,6,3
Iowa,25,50,0,22,3
Kansas,40,18,10,32,0
Kentucky,44,41,0,15,0
Louisiana,40,33,6,15,6
Maine,55,36,0,9,0
Maryland,49,30,2,12,7
Massachusetts,39,28,6,10,17
Michigan,36,39,3,16,6
Minnesota,49,30,3,15,3
Mississippi,31,42,0,21,6
Missouri,31,45,6,14,4
Montana,30,50,0,10,10
Nebraska,34,33,4,25,4
Nevada,47,21,5,23,4
New Hampshire,34,28,0,33,5
New Jersey,49,30,2,11,8
New Mexico,43,21,7,29,0
New York,35,41,3,16,5
North Carolina,37,34,5,19,5
North Dakota,14,72,0,14,0
Ohio,35,36,0,23,6
Oklahoma,33,54,2,11,0
Oregon,22,43,2,21,12
Pennsylvania,39,35,2,18,6
Rhode Island,56,33,0,11,0
South Carolina,29,61,1,6,3
South Dakota,25,25,0,38,12
Tennessee,40,41,4,12,3
Texas,40,35,4,15,6
Utah,22,44,2,20,12
Vermont,0,67,0,33,0
Virginia,33,36,4,18,9
Washington,38,41,0,14,7
West Virginia,54,15,0,31,0
Wisconsin,35,41,4,12,8
Wyoming,51,37,0,12,0
