geoName,glaucoma
Alabama,0
Alaska,54
Arizona,13
Arkansas,0
California,27
Colorado,34
Connecticut,20
Delaware,0
District of Columbia,19
Florida,32
Georgia,15
Hawaii,30
Idaho,0
Illinois,26
Indiana,38
Iowa,69
Kansas,0
Kentucky,35
Louisiana,30
Maine,68
Maryland,15
Massachusetts,13
Michigan,40
Minnesota,0
Mississippi,31
Missouri,31
Montana,0
Nebraska,57
Nevada,19
New Hampshire,100
New Jersey,35
New Mexico,0
New York,31
North Carolina,15
North Dakota,86
Ohio,31
Oklahoma,18
Oregon,18
Pennsylvania,30
Rhode Island,0
South Carolina,33
South Dakota,0
Tennessee,33
Texas,25
Utah,53
Vermont,0
Virginia,37
Washington,32
West Virginia,0
Wisconsin,16
Wyoming,0
