geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,25,40,0,20,15
Alaska,0,100,0,0,0
Arizona,35,26,3,27,9
Arkansas,33,51,8,8,0
California,37,40,1,15,7
Colorado,40,31,12,15,2
Connecticut,37,38,3,15,7
Delaware,14,58,0,28,0
District of Columbia,37,30,0,23,10
Florida,51,29,2,13,5
Georgia,40,34,1,21,4
Hawaii,46,18,0,18,18
Idaho,14,58,0,28,0
Illinois,44,24,2,20,10
Indiana,43,32,4,21,0
Iowa,41,37,4,14,4
Kansas,44,26,0,30,0
Kentucky,41,33,1,22,3
Louisiana,45,34,3,15,3
Maine,20,80,0,0,0
Maryland,50,26,2,15,7
Massachusetts,38,30,0,20,12
Michigan,31,38,0,28,3
Minnesota,37,41,1,18,3
Mississippi,34,58,0,4,4
Missouri,48,39,4,5,4
Montana,50,25,0,25,0
Nebraska,37,18,18,18,9
Nevada,50,21,0,25,4
New Hampshire,41,30,0,12,17
New Jersey,36,42,1,14,7
New Mexico,72,14,0,14,0
New York,42,37,4,12,5
North Carolina,44,36,1,12,7
North Dakota,0,50,0,50,0
Ohio,52,29,2,9,8
Oklahoma,40,35,2,9,14
Oregon,44,31,6,13,6
Pennsylvania,50,24,2,17,7
Rhode Island,50,0,0,50,0
South Carolina,25,54,6,15,0
South Dakota,50,34,0,16,0
Tennessee,47,27,3,18,5
Texas,40,41,2,10,7
Utah,35,43,3,12,7
Vermont,55,9,0,18,18
Virginia,44,28,4,11,13
Washington,43,35,1,16,5
West Virginia,50,50,0,0,0
Wisconsin,42,38,2,11,7
Wyoming,50,50,0,0,0
