geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,65,0,0,0
Alaska,100,0,0,0,0
Arizona,45,55,0,0,0
Arkansas,100,0,0,0,0
California,25,46,0,20,9
Colorado,0,0,0,100,0
Connecticut,0,20,0,60,20
Delaware,0,0,0,0,0
District of Columbia,35,33,0,0,32
Florida,12,44,0,33,11
Georgia,18,66,0,16,0
Hawaii,0,0,0,100,0
Idaho,0,0,0,0,0
Illinois,30,0,0,28,42
Indiana,0,100,0,0,0
Iowa,0,0,0,100,0
Kansas,0,0,0,0,0
Kentucky,0,0,0,0,0
Louisiana,0,0,0,0,100
Maine,0,50,0,50,0
Maryland,35,16,0,33,16
Massachusetts,9,46,0,36,9
Michigan,42,29,0,29,0
Minnesota,77,23,0,0,0
Mississippi,0,0,100,0,0
Missouri,52,32,0,16,0
Montana,0,0,0,0,0
Nebraska,27,0,0,49,24
Nevada,0,100,0,0,0
New Hampshire,0,0,0,0,0
New Jersey,0,100,0,0,0
New Mexico,35,0,0,32,33
New York,26,31,6,31,6
North Carolina,0,67,0,0,33
North Dakota,0,100,0,0,0
Ohio,15,43,0,42,0
Oklahoma,0,100,0,0,0
Oregon,100,0,0,0,0
Pennsylvania,23,44,0,11,22
Rhode Island,0,100,0,0,0
South Carolina,0,100,0,0,0
South Dakota,0,100,0,0,0
Tennessee,52,48,0,0,0
Texas,28,53,0,19,0
Utah,0,100,0,0,0
Vermont,0,0,0,0,0
Virginia,45,0,14,41,0
Washington,30,28,14,14,14
West Virginia,0,100,0,0,0
Wisconsin,0,33,0,67,0
Wyoming,0,0,0,0,0
