geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,49,3,14,3
Alaska,54,46,0,0,0
Arizona,39,36,0,19,6
Arkansas,27,62,0,11,0
California,38,37,3,16,6
Colorado,31,51,1,15,2
Connecticut,31,37,1,23,8
Delaware,36,57,0,7,0
District of Columbia,43,28,0,29,0
Florida,43,36,2,16,3
Georgia,43,39,3,12,3
Hawaii,39,39,0,11,11
Idaho,12,82,0,6,0
Illinois,34,44,1,17,4
Indiana,17,66,2,12,3
Iowa,41,39,0,18,2
Kansas,45,43,3,9,0
Kentucky,37,57,2,2,2
Louisiana,25,57,3,8,7
Maine,37,37,0,19,7
Maryland,37,48,2,9,4
Massachusetts,28,42,5,16,9
Michigan,33,38,2,19,8
Minnesota,32,46,4,13,5
Mississippi,34,49,5,5,7
Missouri,41,41,1,11,6
Montana,22,45,0,11,22
Nebraska,24,44,8,16,8
Nevada,39,44,4,7,6
New Hampshire,69,19,0,6,6
New Jersey,45,36,2,12,5
New Mexico,17,54,3,13,13
New York,37,39,4,17,3
North Carolina,36,39,3,16,6
North Dakota,33,33,0,34,0
Ohio,39,39,0,13,9
Oklahoma,41,47,0,12,0
Oregon,37,37,4,13,9
Pennsylvania,35,37,5,18,5
Rhode Island,52,40,4,4,0
South Carolina,49,36,3,9,3
South Dakota,34,25,0,25,16
Tennessee,36,37,4,17,6
Texas,35,43,4,13,5
Utah,34,32,0,34,0
Vermont,40,60,0,0,0
Virginia,33,43,2,16,6
Washington,39,41,2,14,4
West Virginia,25,45,10,10,10
Wisconsin,28,54,2,13,3
Wyoming,50,16,0,34,0
