geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,45,35,0,20,0
Alaska,14,72,0,14,0
Arizona,36,38,1,19,6
Arkansas,54,31,7,0,8
California,42,35,3,16,4
Colorado,42,32,4,18,4
Connecticut,58,34,0,0,8
Delaware,22,34,0,22,22
District of Columbia,50,21,0,23,6
Florida,40,35,2,19,4
Georgia,47,28,2,20,3
Hawaii,39,39,0,22,0
Idaho,75,25,0,0,0
Illinois,37,36,4,18,5
Indiana,33,40,2,15,10
Iowa,34,34,6,20,6
Kansas,39,57,4,0,0
Kentucky,43,41,0,9,7
Louisiana,44,44,0,4,8
Maine,50,25,0,25,0
Maryland,48,23,7,12,10
Massachusetts,45,30,3,18,4
Michigan,31,44,3,13,9
Minnesota,41,35,2,20,2
Mississippi,71,12,5,12,0
Missouri,36,34,4,22,4
Montana,12,63,0,13,12
Nebraska,40,20,10,20,10
Nevada,40,50,0,5,5
New Hampshire,35,40,0,10,15
New Jersey,35,43,3,15,4
New Mexico,36,21,0,43,0
New York,47,31,3,14,5
North Carolina,38,41,1,17,3
North Dakota,57,29,0,14,0
Ohio,42,29,6,15,8
Oklahoma,30,66,0,4,0
Oregon,41,25,3,25,6
Pennsylvania,42,34,2,15,7
Rhode Island,50,20,0,30,0
South Carolina,45,40,5,5,5
South Dakota,50,33,0,17,0
Tennessee,39,36,1,19,5
Texas,49,34,3,13,1
Utah,36,41,0,23,0
Vermont,57,43,0,0,0
Virginia,41,41,2,8,8
Washington,35,39,3,18,5
West Virginia,31,31,0,23,15
Wisconsin,47,31,0,16,6
Wyoming,50,50,0,0,0
