geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,45,42,4,7,2
Alaska,71,29,0,0,0
Arizona,38,37,5,13,7
Arkansas,35,44,2,14,5
California,40,40,2,13,5
Colorado,24,45,0,21,10
Connecticut,40,30,0,21,9
Delaware,40,41,0,6,13
District of Columbia,16,76,0,8,0
Florida,33,45,3,15,4
Georgia,37,39,4,15,5
Hawaii,46,54,0,0,0
Idaho,38,40,0,11,11
Illinois,36,45,1,13,5
Indiana,22,62,1,11,4
Iowa,28,38,6,25,3
Kansas,33,47,5,15,0
Kentucky,31,46,5,12,6
Louisiana,43,38,5,8,6
Maine,39,51,0,5,5
Maryland,38,39,2,17,4
Massachusetts,29,44,4,13,10
Michigan,41,38,3,14,4
Minnesota,35,43,3,13,6
Mississippi,31,49,3,10,7
Missouri,27,54,2,11,6
Montana,11,68,0,21,0
Nebraska,30,63,0,7,0
Nevada,28,37,0,28,7
New Hampshire,31,38,5,21,5
New Jersey,39,41,3,11,6
New Mexico,35,61,0,4,0
New York,39,41,4,12,4
North Carolina,34,38,9,13,6
North Dakota,63,28,0,9,0
Ohio,33,43,5,14,5
Oklahoma,31,54,1,13,1
Oregon,28,37,4,23,8
Pennsylvania,36,36,5,18,5
Rhode Island,46,47,0,7,0
South Carolina,27,53,1,13,6
South Dakota,21,51,0,21,7
Tennessee,32,47,0,17,4
Texas,39,40,4,10,7
Utah,24,46,8,14,8
Vermont,33,34,0,22,11
Virginia,43,35,2,13,7
Washington,30,43,3,22,2
West Virginia,34,40,5,16,5
Wisconsin,28,45,3,21,3
Wyoming,0,100,0,0,0
