geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,0,0,100,0
Alaska,51,0,0,49,0
Arizona,51,25,0,24,0
Arkansas,0,0,0,0,0
California,33,26,6,32,3
Colorado,51,25,0,24,0
Connecticut,100,0,0,0,0
Delaware,0,0,0,0,0
District of Columbia,20,20,0,60,0
Florida,40,30,0,30,0
Georgia,68,0,0,32,0
Hawaii,100,0,0,0,0
Idaho,100,0,0,0,0
Illinois,16,31,7,46,0
Indiana,51,0,0,49,0
Iowa,0,0,0,0,0
Kansas,0,67,0,0,33
Kentucky,0,0,0,0,0
Louisiana,0,0,33,67,0
Maine,0,0,0,0,0
Maryland,61,20,0,19,0
Massachusetts,41,20,0,20,19
Michigan,34,0,0,50,16
Minnesota,41,40,0,19,0
Mississippi,100,0,0,0,0
Missouri,34,0,0,66,0
Montana,0,0,0,0,0
Nebraska,0,0,0,0,0
Nevada,0,0,0,100,0
New Hampshire,51,49,0,0,0
New Jersey,44,28,0,28,0
New Mexico,34,33,0,33,0
New York,43,26,0,21,10
North Carolina,26,25,0,37,12
North Dakota,0,0,0,0,0
Ohio,76,24,0,0,0
Oklahoma,34,0,0,33,33
Oregon,0,0,0,100,0
Pennsylvania,61,10,9,20,0
Rhode Island,0,0,0,0,0
South Carolina,51,0,0,49,0
South Dakota,0,0,0,0,0
Tennessee,51,25,0,24,0
Texas,23,44,11,22,0
Utah,0,0,0,0,100
Vermont,0,0,0,0,0
Virginia,37,18,9,36,0
Washington,68,0,0,0,32
West Virginia,0,0,0,0,0
Wisconsin,20,40,20,20,0
Wyoming,0,0,0,0,0
