geoName,glaucoma
Alabama,77
Alaska,98
Arizona,33
Arkansas,81
California,30
Colorado,46
Connecticut,29
Delaware,0
District of Columbia,36
Florida,37
Georgia,37
Hawaii,29
Idaho,39
Illinois,30
Indiana,22
Iowa,83
Kansas,100
Kentucky,15
Louisiana,30
Maine,31
Maryland,8
Massachusetts,20
Michigan,5
Minnesota,21
Mississippi,0
Missouri,18
Montana,58
Nebraska,52
Nevada,36
New Hampshire,31
New Jersey,41
New Mexico,36
New York,39
North Carolina,33
North Dakota,0
Ohio,34
Oklahoma,0
Oregon,19
Pennsylvania,25
Rhode Island,62
South Carolina,61
South Dakota,0
Tennessee,10
Texas,42
Utah,0
Vermont,78
Virginia,25
Washington,28
West Virginia,0
Wisconsin,16
Wyoming,0
