geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,30,35,0,29,6
Alaska,25,75,0,0,0
Arizona,38,34,1,26,1
Arkansas,40,20,0,30,10
California,38,42,1,12,7
Colorado,47,33,0,8,12
Connecticut,50,29,0,12,9
Delaware,0,0,0,0,0
District of Columbia,39,41,0,14,6
Florida,41,37,0,18,4
Georgia,42,35,3,17,3
Hawaii,48,42,0,10,0
Idaho,25,38,0,37,0
Illinois,29,30,1,28,12
Indiana,39,36,0,18,7
Iowa,60,20,0,20,0
Kansas,34,38,4,9,15
Kentucky,37,27,0,30,6
Louisiana,47,21,6,17,9
Maine,23,46,0,23,8
Maryland,52,24,0,10,14
Massachusetts,37,40,1,14,8
Michigan,34,35,6,21,4
Minnesota,47,40,0,5,8
Mississippi,20,60,0,20,0
Missouri,44,33,0,21,2
Montana,20,0,0,59,21
Nebraska,56,28,5,11,0
Nevada,22,17,11,45,5
New Hampshire,25,38,0,37,0
New Jersey,44,26,0,15,15
New Mexico,20,20,20,40,0
New York,44,35,2,16,3
North Carolina,31,45,0,13,11
North Dakota,60,40,0,0,0
Ohio,37,38,1,18,6
Oklahoma,34,45,7,14,0
Oregon,50,28,5,8,9
Pennsylvania,42,27,4,16,11
Rhode Island,67,22,0,11,0
South Carolina,65,30,0,5,0
South Dakota,100,0,0,0,0
Tennessee,60,31,2,2,5
Texas,48,28,3,16,5
Utah,30,54,4,12,0
Vermont,33,0,0,67,0
Virginia,33,34,2,23,8
Washington,25,35,5,30,5
West Virginia,14,57,0,14,15
Wisconsin,48,40,0,7,5
Wyoming,33,0,0,67,0
