geoName,glaucoma
Alabama,20
Alaska,0
Arizona,16
Arkansas,0
California,38
Colorado,53
Connecticut,35
Delaware,100
District of Columbia,15
Florida,49
Georgia,27
Hawaii,67
Idaho,46
Illinois,27
Indiana,15
Iowa,77
Kansas,0
Kentucky,20
Louisiana,0
Maine,0
Maryland,27
Massachusetts,30
Michigan,20
Minnesota,41
Mississippi,37
Missouri,37
Montana,0
Nebraska,32
Nevada,0
New Hampshire,38
New Jersey,21
New Mexico,44
New York,35
North Carolina,35
North Dakota,0
Ohio,20
Oklahoma,21
Oregon,21
Pennsylvania,16
Rhode Island,0
South Carolina,37
South Dakota,0
Tennessee,26
Texas,22
Utah,20
Vermont,0
Virginia,47
Washington,36
West Virginia,84
Wisconsin,9
Wyoming,0
