geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,33,51,11,5,0
Alaska,50,34,0,16,0
Arizona,36,43,2,13,6
Arkansas,17,48,5,30,0
California,47,36,4,10,3
Colorado,27,45,0,14,14
Connecticut,47,35,7,8,3
Delaware,40,60,0,0,0
District of Columbia,41,37,0,15,7
Florida,45,34,3,11,7
Georgia,50,34,2,12,2
Hawaii,43,29,0,28,0
Idaho,29,43,0,14,14
Illinois,45,30,2,17,6
Indiana,45,35,0,20,0
Iowa,55,14,3,28,0
Kansas,36,40,0,20,4
Kentucky,44,44,6,0,6
Louisiana,34,48,0,14,4
Maine,57,29,0,14,0
Maryland,41,40,4,11,4
Massachusetts,32,50,3,7,8
Michigan,28,41,1,20,10
Minnesota,45,35,3,17,0
Mississippi,45,22,0,33,0
Missouri,37,51,0,6,6
Montana,0,67,0,33,0
Nebraska,50,38,0,0,12
Nevada,23,46,0,31,0
New Hampshire,31,31,7,31,0
New Jersey,42,27,4,19,8
New Mexico,33,51,8,8,0
New York,39,32,3,18,8
North Carolina,51,26,1,13,9
North Dakota,50,50,0,0,0
Ohio,39,46,3,7,5
Oklahoma,49,26,0,18,7
Oregon,55,23,3,10,9
Pennsylvania,37,39,3,18,3
Rhode Island,33,67,0,0,0
South Carolina,62,24,7,7,0
South Dakota,0,100,0,0,0
Tennessee,47,34,0,14,5
Texas,49,34,1,10,6
Utah,20,45,5,25,5
Vermont,33,67,0,0,0
Virginia,45,20,1,16,18
Washington,50,36,2,7,5
West Virginia,33,34,0,33,0
Wisconsin,44,41,6,6,3
Wyoming,0,0,0,0,0
