geoName,glaucoma
Alabama,13
Alaska,0
Arizona,37
Arkansas,0
California,29
Colorado,20
Connecticut,48
Delaware,0
District of Columbia,32
Florida,46
Georgia,30
Hawaii,48
Idaho,0
Illinois,27
Indiana,36
Iowa,19
Kansas,100
Kentucky,61
Louisiana,23
Maine,25
Maryland,62
Massachusetts,40
Michigan,54
Minnesota,16
Mississippi,0
Missouri,40
Montana,49
Nebraska,0
Nevada,14
New Hampshire,0
New Jersey,37
New Mexico,30
New York,36
North Carolina,26
North Dakota,0
Ohio,26
Oklahoma,43
Oregon,50
Pennsylvania,26
Rhode Island,51
South Carolina,74
South Dakota,0
Tennessee,24
Texas,42
Utah,27
Vermont,57
Virginia,24
Washington,27
West Virginia,52
Wisconsin,20
Wyoming,0
