geoName,glaucoma
Alabama,31
Alaska,0
Arizona,65
Arkansas,27
California,36
Colorado,20
Connecticut,48
Delaware,0
District of Columbia,49
Florida,38
Georgia,30
Hawaii,29
Idaho,45
Illinois,38
Indiana,0
Iowa,0
Kansas,50
Kentucky,14
Louisiana,54
Maine,0
Maryland,39
Massachusetts,44
Michigan,56
Minnesota,20
Mississippi,28
Missouri,70
Montana,0
Nebraska,0
Nevada,53
New Hampshire,92
New Jersey,46
New Mexico,0
New York,36
North Carolina,33
North Dakota,0
Ohio,50
Oklahoma,51
Oregon,50
Pennsylvania,37
Rhode Island,0
South Carolina,31
South Dakota,54
Tennessee,20
Texas,48
Utah,18
Vermont,0
Virginia,37
Washington,25
West Virginia,0
Wisconsin,41
Wyoming,100
