geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,45,43,2,8,2
Alaska,75,25,0,0,0
Arizona,31,39,4,19,7
Arkansas,56,39,0,0,5
California,38,39,4,14,5
Colorado,35,40,1,20,4
Connecticut,36,34,6,24,0
Delaware,31,39,0,15,15
District of Columbia,67,24,0,0,9
Florida,41,33,6,13,7
Georgia,46,33,6,12,3
Hawaii,58,21,0,16,5
Idaho,34,47,0,13,6
Illinois,32,47,3,13,5
Indiana,24,61,1,10,4
Iowa,53,32,0,5,10
Kansas,45,31,0,24,0
Kentucky,32,42,0,22,4
Louisiana,44,36,3,8,9
Maine,31,39,0,15,15
Maryland,42,39,0,9,10
Massachusetts,44,31,8,16,1
Michigan,37,40,5,14,4
Minnesota,37,37,7,14,5
Mississippi,48,21,0,26,5
Missouri,42,32,5,16,5
Montana,12,76,0,12,0
Nebraska,69,21,10,0,0
Nevada,36,52,0,9,3
New Hampshire,21,58,0,21,0
New Jersey,38,39,3,13,7
New Mexico,30,50,5,10,5
New York,40,39,2,16,3
North Carolina,35,38,6,14,7
North Dakota,57,29,0,14,0
Ohio,30,48,4,14,4
Oklahoma,26,56,6,6,6
Oregon,33,35,5,12,15
Pennsylvania,42,37,1,15,5
Rhode Island,23,47,0,15,15
South Carolina,27,54,3,13,3
South Dakota,34,17,0,33,16
Tennessee,27,49,8,12,4
Texas,44,40,3,9,4
Utah,30,42,3,22,3
Vermont,75,25,0,0,0
Virginia,40,41,2,12,5
Washington,39,35,3,20,3
West Virginia,27,41,0,6,26
Wisconsin,35,40,2,21,2
Wyoming,0,100,0,0,0
