geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,38,37,2,17,6
Alaska,25,63,0,12,0
Arizona,41,37,1,14,7
Arkansas,47,34,0,16,3
California,36,45,2,14,3
Colorado,41,29,2,23,5
Connecticut,34,40,2,16,8
Delaware,47,27,0,20,6
District of Columbia,43,50,0,0,7
Florida,34,45,2,16,3
Georgia,38,45,2,13,2
Hawaii,34,53,0,13,0
Idaho,19,60,0,18,3
Illinois,38,43,2,11,6
Indiana,38,44,6,9,3
Iowa,33,40,2,19,6
Kansas,23,58,3,13,3
Kentucky,40,32,0,19,9
Louisiana,32,56,1,4,7
Maine,44,43,0,9,4
Maryland,37,35,3,17,8
Massachusetts,36,42,2,14,6
Michigan,37,41,2,17,3
Minnesota,42,41,1,13,3
Mississippi,39,35,0,20,6
Missouri,50,30,1,15,4
Montana,8,67,0,17,8
Nebraska,40,36,4,8,12
Nevada,46,24,2,20,8
New Hampshire,36,24,8,12,20
New Jersey,37,41,1,16,5
New Mexico,33,42,0,25,0
New York,37,39,2,15,7
North Carolina,42,34,3,18,3
North Dakota,22,67,0,11,0
Ohio,39,40,1,16,4
Oklahoma,33,43,1,20,3
Oregon,31,42,4,21,2
Pennsylvania,38,36,0,19,7
Rhode Island,58,24,0,9,9
South Carolina,38,47,0,10,5
South Dakota,30,40,0,20,10
Tennessee,34,41,4,13,8
Texas,41,43,3,10,3
Utah,34,41,0,16,9
Vermont,13,63,0,12,12
Virginia,35,41,4,16,4
Washington,39,37,3,16,5
West Virginia,40,44,0,12,4
Wisconsin,33,40,1,19,7
Wyoming,67,0,0,33,0
