geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,51,35,0,7,7
Alaska,45,55,0,0,0
Arizona,39,34,7,19,1
Arkansas,51,28,0,21,0
California,45,32,1,19,3
Colorado,22,52,2,19,5
Connecticut,40,25,0,28,7
Delaware,45,22,0,22,11
District of Columbia,43,19,0,23,15
Florida,43,35,3,16,3
Georgia,47,20,1,27,5
Hawaii,51,16,0,28,5
Idaho,18,55,0,18,9
Illinois,37,25,6,22,10
Indiana,29,37,0,28,6
Iowa,48,30,0,22,0
Kansas,39,28,0,24,9
Kentucky,42,37,1,17,3
Louisiana,32,38,3,17,10
Maine,44,21,0,28,7
Maryland,49,30,3,17,1
Massachusetts,29,35,3,23,10
Michigan,44,23,8,24,1
Minnesota,49,19,0,28,4
Mississippi,34,33,0,33,0
Missouri,38,33,5,22,2
Montana,28,36,0,27,9
Nebraska,51,25,6,12,6
Nevada,29,48,4,19,0
New Hampshire,34,11,0,22,33
New Jersey,37,24,6,30,3
New Mexico,56,28,0,16,0
New York,44,29,3,17,7
North Carolina,46,28,3,17,6
North Dakota,25,25,0,50,0
Ohio,41,32,1,18,8
Oklahoma,45,32,0,14,9
Oregon,36,39,5,15,5
Pennsylvania,43,26,2,24,5
Rhode Island,47,23,0,30,0
South Carolina,34,40,0,19,7
South Dakota,51,0,0,25,24
Tennessee,52,26,1,16,5
Texas,43,33,4,16,4
Utah,16,16,15,48,5
Vermont,51,16,0,33,0
Virginia,48,28,3,17,4
Washington,29,50,1,13,7
West Virginia,51,16,8,25,0
Wisconsin,32,39,1,27,1
Wyoming,100,0,0,0,0
