geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,35,2,24,4
Alaska,16,33,0,51,0
Arizona,36,45,3,10,6
Arkansas,36,50,0,7,7
California,39,41,3,13,4
Colorado,20,50,5,21,4
Connecticut,28,44,2,23,3
Delaware,33,56,0,11,0
District of Columbia,31,47,0,7,15
Florida,42,38,1,14,5
Georgia,45,36,5,11,3
Hawaii,47,32,0,21,0
Idaho,17,56,0,22,5
Illinois,34,46,3,10,7
Indiana,28,56,0,14,2
Iowa,23,43,0,31,3
Kansas,15,60,0,25,0
Kentucky,36,40,7,12,5
Louisiana,32,52,2,12,2
Maine,53,21,0,26,0
Maryland,42,40,1,14,3
Massachusetts,37,38,0,21,4
Michigan,38,38,0,15,9
Minnesota,32,41,3,19,5
Mississippi,22,50,0,23,5
Missouri,44,43,1,9,3
Montana,10,50,0,20,20
Nebraska,20,40,0,30,10
Nevada,38,45,0,10,7
New Hampshire,40,40,4,12,4
New Jersey,38,47,0,9,6
New Mexico,35,45,5,10,5
New York,39,34,3,20,4
North Carolina,39,49,4,8,0
North Dakota,50,50,0,0,0
Ohio,33,41,4,15,7
Oklahoma,33,44,7,10,6
Oregon,46,31,5,16,2
Pennsylvania,37,38,2,16,7
Rhode Island,40,20,0,30,10
South Carolina,37,56,2,2,3
South Dakota,50,16,0,34,0
Tennessee,26,54,3,12,5
Texas,35,44,2,14,5
Utah,26,52,6,16,0
Vermont,40,20,0,40,0
Virginia,39,38,1,18,4
Washington,36,42,2,16,4
West Virginia,25,40,0,25,10
Wisconsin,35,44,1,15,5
Wyoming,38,50,0,12,0
