geoName,glaucoma
Alabama,64
Alaska,100
Arizona,26
Arkansas,86
California,34
Colorado,7
Connecticut,31
Delaware,90
District of Columbia,44
Florida,29
Georgia,34
Hawaii,0
Idaho,94
Illinois,29
Indiana,60
Iowa,28
Kansas,90
Kentucky,16
Louisiana,29
Maine,98
Maryland,74
Massachusetts,42
Michigan,19
Minnesota,50
Mississippi,29
Missouri,24
Montana,0
Nebraska,29
Nevada,35
New Hampshire,65
New Jersey,56
New Mexico,76
New York,41
North Carolina,30
North Dakota,0
Ohio,45
Oklahoma,71
Oregon,42
Pennsylvania,25
Rhode Island,75
South Carolina,50
South Dakota,0
Tennessee,20
Texas,41
Utah,38
Vermont,0
Virginia,30
Washington,26
West Virginia,0
Wisconsin,17
Wyoming,0
