geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,39,45,0,10,6
Alaska,75,25,0,0,0
Arizona,37,34,4,18,7
Arkansas,29,34,8,8,21
California,38,42,3,12,5
Colorado,35,37,4,24,0
Connecticut,62,28,3,4,3
Delaware,40,40,0,20,0
District of Columbia,40,60,0,0,0
Florida,47,37,1,11,4
Georgia,43,35,2,13,7
Hawaii,40,50,0,0,10
Idaho,20,60,0,20,0
Illinois,53,27,4,15,1
Indiana,35,49,3,10,3
Iowa,37,57,0,6,0
Kansas,40,44,8,4,4
Kentucky,37,40,3,15,5
Louisiana,48,40,0,12,0
Maine,50,42,0,8,0
Maryland,44,31,1,15,9
Massachusetts,40,35,3,12,10
Michigan,56,25,1,13,5
Minnesota,36,36,2,26,0
Mississippi,46,27,0,9,18
Missouri,55,22,0,17,6
Montana,9,73,0,9,9
Nebraska,31,32,0,33,4
Nevada,28,62,5,0,5
New Hampshire,40,20,0,20,20
New Jersey,50,34,3,10,3
New Mexico,25,50,8,17,0
New York,40,39,4,11,6
North Carolina,31,48,3,14,4
North Dakota,33,33,0,34,0
Ohio,33,42,4,19,2
Oklahoma,31,48,5,11,5
Oregon,37,28,7,23,5
Pennsylvania,41,38,2,16,3
Rhode Island,33,51,8,0,8
South Carolina,30,57,0,13,0
South Dakota,62,12,0,26,0
Tennessee,36,37,1,17,9
Texas,48,37,1,11,3
Utah,37,37,3,23,0
Vermont,67,33,0,0,0
Virginia,39,41,1,16,3
Washington,49,22,4,19,6
West Virginia,55,36,0,9,0
Wisconsin,35,55,0,7,3
Wyoming,33,33,0,34,0
