geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,41,9,16,3
Alaska,34,50,0,16,0
Arizona,28,41,5,21,5
Arkansas,27,29,5,26,13
California,41,40,2,11,6
Colorado,26,47,0,16,11
Connecticut,40,32,5,16,7
Delaware,34,33,0,25,8
District of Columbia,25,51,0,12,12
Florida,39,40,2,14,5
Georgia,39,43,4,9,5
Hawaii,43,26,0,26,5
Idaho,41,55,0,4,0
Illinois,38,41,4,11,6
Indiana,25,51,3,15,6
Iowa,24,42,4,19,11
Kansas,45,38,0,14,3
Kentucky,40,34,5,18,3
Louisiana,29,56,5,9,1
Maine,34,45,0,5,16
Maryland,38,33,5,22,2
Massachusetts,32,47,2,14,5
Michigan,32,44,3,14,7
Minnesota,38,37,6,13,6
Mississippi,46,32,9,13,0
Missouri,40,39,4,7,10
Montana,30,60,0,10,0
Nebraska,48,35,0,13,4
Nevada,48,39,5,6,2
New Hampshire,47,40,6,7,0
New Jersey,42,36,4,11,7
New Mexico,34,29,0,29,8
New York,40,40,5,12,3
North Carolina,36,41,3,15,5
North Dakota,22,56,0,22,0
Ohio,37,37,5,14,7
Oklahoma,31,37,2,28,2
Oregon,35,45,3,13,4
Pennsylvania,38,40,2,11,9
Rhode Island,34,34,0,6,26
South Carolina,34,40,3,15,8
South Dakota,36,46,0,18,0
Tennessee,29,45,2,19,5
Texas,40,36,6,13,5
Utah,45,45,3,7,0
Vermont,0,86,0,14,0
Virginia,42,34,6,12,6
Washington,37,36,3,17,7
West Virginia,21,53,5,16,5
Wisconsin,44,39,2,13,2
Wyoming,17,16,0,67,0
