geoName,glaucoma
Alabama,15
Alaska,0
Arizona,13
Arkansas,0
California,15
Colorado,20
Connecticut,10
Delaware,0
District of Columbia,20
Florida,19
Georgia,16
Hawaii,29
Idaho,38
Illinois,10
Indiana,5
Iowa,10
Kansas,8
Kentucky,8
Louisiana,0
Maine,17
Maryland,26
Massachusetts,14
Michigan,6
Minnesota,7
Mississippi,27
Missouri,17
Montana,0
Nebraska,13
Nevada,27
New Hampshire,0
New Jersey,5
New Mexico,0
New York,11
North Carolina,5
North Dakota,0
Ohio,17
Oklahoma,8
Oregon,5
Pennsylvania,25
Rhode Island,0
South Carolina,0
South Dakota,29
Tennessee,20
Texas,13
Utah,0
Vermont,0
Virginia,10
Washington,17
West Virginia,100
Wisconsin,0
Wyoming,47
