geoName,glaucoma
Alabama,0
Alaska,38
Arizona,25
Arkansas,0
California,22
Colorado,26
Connecticut,45
Delaware,0
District of Columbia,23
Florida,30
Georgia,42
Hawaii,0
Idaho,0
Illinois,15
Indiana,42
Iowa,46
Kansas,13
Kentucky,36
Louisiana,22
Maine,75
Maryland,18
Massachusetts,25
Michigan,37
Minnesota,26
Mississippi,44
Missouri,41
Montana,0
Nebraska,100
Nevada,14
New Hampshire,0
New Jersey,24
New Mexico,27
New York,29
North Carolina,26
North Dakota,0
Ohio,26
Oklahoma,26
Oregon,36
Pennsylvania,43
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,8
Texas,27
Utah,13
Vermont,0
Virginia,26
Washington,42
West Virginia,49
Wisconsin,42
Wyoming,0
