geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,26,50,4,20,0
Alaska,50,50,0,0,0
Arizona,40,41,1,15,3
Arkansas,40,36,0,20,4
California,41,39,4,12,4
Colorado,31,56,1,11,1
Connecticut,42,34,1,14,9
Delaware,30,30,0,40,0
District of Columbia,50,19,0,20,11
Florida,37,43,2,14,4
Georgia,43,37,5,11,4
Hawaii,29,50,0,14,7
Idaho,33,59,0,0,8
Illinois,43,41,4,9,3
Indiana,22,55,7,13,3
Iowa,39,39,5,12,5
Kansas,42,34,10,14,0
Kentucky,34,46,2,14,4
Louisiana,48,30,7,10,5
Maine,67,20,0,13,0
Maryland,47,33,3,9,8
Massachusetts,41,39,3,11,6
Michigan,36,35,6,19,4
Minnesota,34,36,7,13,10
Mississippi,28,42,6,14,10
Missouri,40,44,4,6,6
Montana,46,45,0,9,0
Nebraska,28,34,16,17,5
Nevada,52,29,5,12,2
New Hampshire,10,70,10,0,10
New Jersey,41,33,4,17,5
New Mexico,43,19,0,29,9
New York,38,40,2,16,4
North Carolina,32,42,4,18,4
North Dakota,75,25,0,0,0
Ohio,36,42,0,17,5
Oklahoma,39,42,0,15,4
Oregon,41,43,4,8,4
Pennsylvania,39,40,2,13,6
Rhode Island,44,50,6,0,0
South Carolina,29,46,3,17,5
South Dakota,29,28,0,29,14
Tennessee,25,43,8,13,11
Texas,41,38,4,11,6
Utah,32,52,0,8,8
Vermont,0,83,0,17,0
Virginia,38,38,3,15,6
Washington,31,54,2,7,6
West Virginia,27,37,4,19,13
Wisconsin,35,46,4,7,8
Wyoming,20,39,0,41,0
