geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,24,51,9,9,7
Alaska,33,33,0,34,0
Arizona,37,39,5,14,5
Arkansas,35,43,2,15,5
California,40,40,2,15,3
Colorado,31,46,3,17,3
Connecticut,33,50,1,11,5
Delaware,42,43,0,10,5
District of Columbia,65,21,0,7,7
Florida,39,44,2,12,3
Georgia,38,41,1,13,7
Hawaii,38,12,0,25,25
Idaho,0,80,0,20,0
Illinois,42,39,3,15,1
Indiana,29,49,3,18,1
Iowa,42,29,3,20,6
Kansas,54,21,4,17,4
Kentucky,32,41,0,27,0
Louisiana,28,44,6,18,4
Maine,26,53,0,16,5
Maryland,48,34,4,11,3
Massachusetts,37,36,3,15,9
Michigan,32,42,3,18,5
Minnesota,37,43,7,10,3
Mississippi,50,32,7,11,0
Missouri,39,37,4,13,7
Montana,54,20,0,20,6
Nebraska,27,46,9,14,4
Nevada,27,50,3,10,10
New Hampshire,54,33,0,13,0
New Jersey,38,34,2,19,7
New Mexico,45,39,5,6,5
New York,39,38,4,14,5
North Carolina,38,35,5,15,7
North Dakota,60,20,0,20,0
Ohio,35,40,4,14,7
Oklahoma,33,52,0,9,6
Oregon,41,32,0,21,6
Pennsylvania,38,38,1,20,3
Rhode Island,47,31,7,15,0
South Carolina,38,30,6,20,6
South Dakota,56,33,0,11,0
Tennessee,45,43,2,8,2
Texas,44,36,4,13,3
Utah,34,37,0,22,7
Vermont,33,34,0,17,16
Virginia,43,40,3,12,2
Washington,37,38,2,15,8
West Virginia,30,40,10,10,10
Wisconsin,28,46,1,17,8
Wyoming,0,100,0,0,0
