geoName,glaucoma
Alabama,31
Alaska,0
Arizona,29
Arkansas,59
California,22
Colorado,6
Connecticut,43
Delaware,0
District of Columbia,17
Florida,23
Georgia,15
Hawaii,23
Idaho,0
Illinois,29
Indiana,37
Iowa,24
Kansas,15
Kentucky,37
Louisiana,28
Maine,60
Maryland,15
Massachusetts,29
Michigan,22
Minnesota,6
Mississippi,73
Missouri,20
Montana,0
Nebraska,100
Nevada,89
New Hampshire,54
New Jersey,17
New Mexico,41
New York,19
North Carolina,23
North Dakota,0
Ohio,32
Oklahoma,0
Oregon,18
Pennsylvania,29
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,17
Texas,21
Utah,17
Vermont,28
Virginia,17
Washington,8
West Virginia,84
Wisconsin,23
Wyoming,0
