geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,42,0,20,7
Alaska,14,56,0,30,0
Arizona,42,34,6,12,6
Arkansas,37,37,5,11,10
California,43,40,3,9,5
Colorado,36,47,2,13,2
Connecticut,54,28,0,18,0
Delaware,33,67,0,0,0
District of Columbia,64,31,0,5,0
Florida,52,28,4,9,7
Georgia,47,36,3,13,1
Hawaii,40,60,0,0,0
Idaho,60,40,0,0,0
Illinois,41,42,2,12,3
Indiana,20,70,3,7,0
Iowa,31,34,3,29,3
Kansas,36,41,5,18,0
Kentucky,28,52,3,14,3
Louisiana,50,34,0,5,11
Maine,36,50,0,7,7
Maryland,43,38,7,2,10
Massachusetts,45,34,1,11,9
Michigan,40,32,4,15,9
Minnesota,28,59,2,11,0
Mississippi,60,40,0,0,0
Missouri,42,35,4,17,2
Montana,16,84,0,0,0
Nebraska,41,41,0,12,6
Nevada,35,48,0,13,4
New Hampshire,80,20,0,0,0
New Jersey,35,40,6,17,2
New Mexico,18,63,0,19,0
New York,45,31,0,19,5
North Carolina,43,37,5,14,1
North Dakota,33,33,0,34,0
Ohio,35,36,5,23,1
Oklahoma,71,23,0,6,0
Oregon,40,19,3,28,10
Pennsylvania,41,37,2,18,2
Rhode Island,58,28,0,0,14
South Carolina,21,60,4,13,2
South Dakota,25,75,0,0,0
Tennessee,35,38,7,5,15
Texas,49,35,4,10,2
Utah,50,34,0,8,8
Vermont,14,42,0,30,14
Virginia,38,37,4,17,4
Washington,38,45,1,16,0
West Virginia,60,40,0,0,0
Wisconsin,39,41,2,9,9
Wyoming,33,33,0,34,0
