geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,54,27,0,13,6
Alaska,25,75,0,0,0
Arizona,39,45,0,11,5
Arkansas,47,40,0,6,7
California,44,37,3,14,2
Colorado,35,39,4,22,0
Connecticut,44,29,4,21,2
Delaware,43,29,0,14,14
District of Columbia,42,53,0,5,0
Florida,40,40,1,13,6
Georgia,54,30,2,13,1
Hawaii,53,47,0,0,0
Idaho,33,56,0,11,0
Illinois,42,40,2,10,6
Indiana,28,62,3,6,1
Iowa,57,27,0,10,6
Kansas,41,44,6,6,3
Kentucky,42,29,0,19,10
Louisiana,31,42,5,22,0
Maine,40,33,0,20,7
Maryland,52,31,1,10,6
Massachusetts,40,43,0,11,6
Michigan,39,37,3,17,4
Minnesota,39,40,0,17,4
Mississippi,54,39,0,7,0
Missouri,45,34,3,13,5
Montana,20,40,0,40,0
Nebraska,46,39,0,15,0
Nevada,28,56,0,16,0
New Hampshire,31,44,0,19,6
New Jersey,39,37,0,17,7
New Mexico,29,36,21,14,0
New York,35,43,3,14,5
North Carolina,40,37,3,14,6
North Dakota,51,33,0,16,0
Ohio,31,46,5,12,6
Oklahoma,40,32,3,18,7
Oregon,40,40,4,7,9
Pennsylvania,42,34,5,13,6
Rhode Island,60,20,0,20,0
South Carolina,43,40,0,14,3
South Dakota,34,33,0,33,0
Tennessee,40,38,0,19,3
Texas,42,41,3,12,2
Utah,41,46,0,9,4
Vermont,34,33,0,33,0
Virginia,42,34,2,18,4
Washington,45,32,4,15,4
West Virginia,50,25,0,25,0
Wisconsin,26,44,0,23,7
Wyoming,50,0,0,50,0
