geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,38,37,7,15,3
Alaska,34,0,0,66,0
Arizona,33,52,0,10,5
Arkansas,42,47,0,11,0
California,46,39,2,10,3
Colorado,34,47,3,11,5
Connecticut,35,31,0,26,8
Delaware,100,0,0,0,0
District of Columbia,56,30,0,4,10
Florida,34,44,2,17,3
Georgia,47,34,1,14,4
Hawaii,50,28,0,22,0
Idaho,30,50,0,20,0
Illinois,45,36,1,13,5
Indiana,29,49,1,19,2
Iowa,43,43,0,14,0
Kansas,42,21,7,20,10
Kentucky,18,52,3,24,3
Louisiana,41,43,0,13,3
Maine,20,50,0,10,20
Maryland,42,26,2,23,7
Massachusetts,36,44,2,16,2
Michigan,42,45,2,8,3
Minnesota,23,62,2,11,2
Mississippi,57,37,0,6,0
Missouri,30,33,0,27,10
Montana,25,75,0,0,0
Nebraska,51,14,0,21,14
Nevada,45,39,0,16,0
New Hampshire,63,19,0,18,0
New Jersey,45,38,1,12,4
New Mexico,33,56,0,11,0
New York,37,40,3,15,5
North Carolina,32,45,3,16,4
North Dakota,50,25,0,25,0
Ohio,35,39,4,18,4
Oklahoma,29,63,0,4,4
Oregon,36,52,3,9,0
Pennsylvania,38,39,2,15,6
Rhode Island,12,51,0,37,0
South Carolina,37,33,0,30,0
South Dakota,0,100,0,0,0
Tennessee,22,54,3,18,3
Texas,42,40,1,12,5
Utah,19,63,6,6,6
Vermont,50,0,0,50,0
Virginia,49,39,1,7,4
Washington,34,50,3,12,1
West Virginia,22,34,0,33,11
Wisconsin,36,30,5,23,6
Wyoming,100,0,0,0,0
