geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,44,35,4,11,6
Alaska,41,42,0,17,0
Arizona,43,37,1,19,0
Arkansas,46,47,0,4,3
California,41,43,2,11,3
Colorado,37,48,1,10,4
Connecticut,39,38,2,19,2
Delaware,54,46,0,0,0
District of Columbia,42,48,0,5,5
Florida,39,42,1,14,4
Georgia,39,45,3,7,6
Hawaii,30,52,0,18,0
Idaho,29,53,0,6,12
Illinois,43,42,2,13,0
Indiana,42,46,2,8,2
Iowa,26,62,0,9,3
Kansas,57,29,5,5,4
Kentucky,62,25,0,13,0
Louisiana,37,52,0,7,4
Maine,46,7,0,40,7
Maryland,37,38,2,17,6
Massachusetts,38,38,6,10,8
Michigan,43,42,2,12,1
Minnesota,39,45,1,12,3
Mississippi,48,36,8,8,0
Missouri,44,45,1,8,2
Montana,56,33,0,0,11
Nebraska,46,41,0,9,4
Nevada,35,43,0,15,7
New Hampshire,59,29,6,6,0
New Jersey,41,41,1,16,1
New Mexico,37,55,0,4,4
New York,38,41,3,13,5
North Carolina,29,47,5,18,1
North Dakota,33,67,0,0,0
Ohio,39,41,2,13,5
Oklahoma,41,42,4,9,4
Oregon,26,51,2,12,9
Pennsylvania,35,42,2,17,4
Rhode Island,35,53,6,6,0
South Carolina,45,44,4,6,1
South Dakota,50,16,0,17,17
Tennessee,45,42,1,10,2
Texas,45,39,3,11,2
Utah,37,37,2,22,2
Vermont,43,57,0,0,0
Virginia,38,44,1,15,2
Washington,35,49,6,7,3
West Virginia,26,26,0,28,20
Wisconsin,37,43,1,18,1
Wyoming,42,28,0,30,0
