geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,39,27,3,24,7
Alaska,25,75,0,0,0
Arizona,47,37,3,13,0
Arkansas,55,23,4,14,4
California,45,33,4,12,6
Colorado,30,35,2,28,5
Connecticut,45,24,0,17,14
Delaware,14,58,0,0,28
District of Columbia,48,36,0,8,8
Florida,40,39,5,14,2
Georgia,34,32,3,22,9
Hawaii,54,39,0,0,7
Idaho,25,42,0,33,0
Illinois,39,39,3,12,7
Indiana,42,38,4,16,0
Iowa,44,44,0,6,6
Kansas,15,46,0,39,0
Kentucky,16,48,0,26,10
Louisiana,51,22,5,17,5
Maine,22,45,0,22,11
Maryland,37,26,4,21,12
Massachusetts,43,34,1,12,10
Michigan,42,32,5,14,7
Minnesota,25,43,5,20,7
Mississippi,29,43,0,14,14
Missouri,42,36,1,16,5
Montana,30,50,0,10,10
Nebraska,39,15,0,31,15
Nevada,28,56,0,11,5
New Hampshire,86,14,0,0,0
New Jersey,41,35,8,10,6
New Mexico,55,36,0,0,9
New York,40,39,3,13,5
North Carolina,44,36,2,16,2
North Dakota,12,63,0,25,0
Ohio,43,32,3,16,6
Oklahoma,37,48,10,5,0
Oregon,43,47,3,4,3
Pennsylvania,51,27,1,17,4
Rhode Island,28,14,7,51,0
South Carolina,50,32,0,11,7
South Dakota,20,60,0,20,0
Tennessee,36,42,0,13,9
Texas,49,31,3,10,7
Utah,23,39,7,24,7
Vermont,30,30,0,30,10
Virginia,52,28,0,14,6
Washington,33,44,3,14,6
West Virginia,46,45,0,0,9
Wisconsin,40,38,1,21,0
Wyoming,0,0,0,0,0
