geoName,glaucoma
Alabama,12
Alaska,0
Arizona,31
Arkansas,87
California,35
Colorado,21
Connecticut,60
Delaware,0
District of Columbia,14
Florida,31
Georgia,32
Hawaii,0
Idaho,0
Illinois,35
Indiana,17
Iowa,37
Kansas,13
Kentucky,11
Louisiana,53
Maine,71
Maryland,61
Massachusetts,37
Michigan,26
Minnesota,48
Mississippi,0
Missouri,27
Montana,0
Nebraska,21
Nevada,14
New Hampshire,94
New Jersey,38
New Mexico,30
New York,35
North Carolina,47
North Dakota,0
Ohio,26
Oklahoma,27
Oregon,63
Pennsylvania,39
Rhode Island,0
South Carolina,24
South Dakota,42
Tennessee,8
Texas,32
Utah,14
Vermont,0
Virginia,28
Washington,24
West Virginia,100
Wisconsin,32
Wyoming,0
