geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,34,44,4,12,6
Alaska,38,50,0,12,0
Arizona,42,43,3,12,0
Arkansas,37,42,0,10,11
California,40,39,4,14,3
Colorado,47,42,1,9,1
Connecticut,40,40,1,15,4
Delaware,50,25,0,19,6
District of Columbia,26,37,0,32,5
Florida,41,42,3,13,1
Georgia,42,39,4,13,2
Hawaii,40,40,0,10,10
Idaho,23,42,0,29,6
Illinois,32,44,2,15,7
Indiana,30,48,2,18,2
Iowa,22,50,7,18,3
Kansas,24,54,7,15,0
Kentucky,36,41,2,16,5
Louisiana,37,46,0,13,4
Maine,26,27,0,42,5
Maryland,47,34,6,12,1
Massachusetts,38,26,3,26,7
Michigan,34,43,1,20,2
Minnesota,35,45,0,17,3
Mississippi,31,43,3,23,0
Missouri,32,45,3,16,4
Montana,11,67,0,22,0
Nebraska,33,45,0,16,6
Nevada,35,36,2,22,5
New Hampshire,50,25,8,17,0
New Jersey,42,37,6,12,3
New Mexico,15,62,0,23,0
New York,39,39,3,16,3
North Carolina,26,53,2,14,5
North Dakota,28,58,0,14,0
Ohio,36,43,3,14,4
Oklahoma,35,45,0,17,3
Oregon,35,39,9,11,6
Pennsylvania,43,40,4,11,2
Rhode Island,37,50,0,4,9
South Carolina,34,53,3,7,3
South Dakota,41,42,0,17,0
Tennessee,37,36,9,16,2
Texas,37,39,4,15,5
Utah,36,43,0,18,3
Vermont,50,0,0,50,0
Virginia,39,44,3,12,2
Washington,41,41,3,14,1
West Virginia,26,35,13,8,18
Wisconsin,41,41,1,13,4
Wyoming,0,0,0,0,0
