geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,0,0,100,0
Alaska,50,0,0,50,0
Arizona,33,45,0,22,0
Arkansas,0,0,0,0,0
California,37,36,1,21,5
Colorado,75,0,0,0,25
Connecticut,38,50,0,12,0
Delaware,0,0,0,0,0
District of Columbia,58,28,0,14,0
Florida,21,48,0,26,5
Georgia,44,38,0,18,0
Hawaii,50,0,0,50,0
Idaho,100,0,0,0,0
Illinois,42,26,0,32,0
Indiana,34,33,0,33,0
Iowa,0,66,0,0,34
Kansas,67,0,0,33,0
Kentucky,67,17,0,16,0
Louisiana,0,33,0,67,0
Maine,60,40,0,0,0
Maryland,58,0,0,42,0
Massachusetts,40,6,6,27,21
Michigan,59,16,0,25,0
Minnesota,0,29,28,43,0
Mississippi,34,33,0,33,0
Missouri,56,33,0,11,0
Montana,100,0,0,0,0
Nebraska,100,0,0,0,0
Nevada,67,0,33,0,0
New Hampshire,50,50,0,0,0
New Jersey,55,27,0,18,0
New Mexico,0,0,0,100,0
New York,25,43,14,18,0
North Carolina,38,12,12,38,0
North Dakota,0,0,0,0,0
Ohio,75,5,5,10,5
Oklahoma,50,25,0,25,0
Oregon,40,20,0,20,20
Pennsylvania,35,40,5,10,10
Rhode Island,100,0,0,0,0
South Carolina,34,33,0,33,0
South Dakota,0,100,0,0,0
Tennessee,80,0,0,20,0
Texas,35,35,0,25,5
Utah,0,25,25,25,25
Vermont,0,0,0,0,0
Virginia,15,39,15,23,8
Washington,40,50,10,0,0
West Virginia,0,0,0,0,0
Wisconsin,27,27,0,46,0
Wyoming,0,0,0,0,0
