geoName,glaucoma
Alabama,18
Alaska,0
Arizona,34
Arkansas,0
California,16
Colorado,13
Connecticut,29
Delaware,0
District of Columbia,20
Florida,10
Georgia,12
Hawaii,54
Idaho,0
Illinois,27
Indiana,12
Iowa,22
Kansas,17
Kentucky,12
Louisiana,16
Maine,0
Maryland,23
Massachusetts,12
Michigan,33
Minnesota,14
Mississippi,100
Missouri,38
Montana,0
Nebraska,26
Nevada,40
New Hampshire,0
New Jersey,10
New Mexico,0
New York,22
North Carolina,38
North Dakota,0
Ohio,13
Oklahoma,18
Oregon,28
Pennsylvania,36
Rhode Island,33
South Carolina,50
South Dakota,0
Tennessee,76
Texas,24
Utah,0
Vermont,84
Virginia,11
Washington,28
West Virginia,0
Wisconsin,0
Wyoming,0
