geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,28,40,0,25,7
Alaska,12,64,0,24,0
Arizona,28,57,1,11,3
Arkansas,29,47,4,16,4
California,36,41,4,13,6
Colorado,29,51,2,13,5
Connecticut,25,54,5,14,2
Delaware,67,11,0,11,11
District of Columbia,47,20,0,20,13
Florida,41,41,2,12,4
Georgia,26,47,4,17,6
Hawaii,58,32,0,10,0
Idaho,33,23,0,44,0
Illinois,35,41,4,13,7
Indiana,18,65,1,11,5
Iowa,37,26,4,25,8
Kansas,26,56,2,11,5
Kentucky,47,35,2,14,2
Louisiana,43,44,2,3,8
Maine,41,19,0,18,22
Maryland,37,36,4,13,10
Massachusetts,38,39,2,13,8
Michigan,34,45,5,10,6
Minnesota,31,45,2,10,12
Mississippi,25,43,0,8,24
Missouri,36,38,6,13,7
Montana,30,41,0,10,19
Nebraska,36,24,0,29,11
Nevada,39,43,0,9,9
New Hampshire,38,32,7,23,0
New Jersey,37,45,1,10,7
New Mexico,43,27,4,26,0
New York,41,39,4,12,4
North Carolina,29,45,0,19,7
North Dakota,30,47,0,23,0
Ohio,34,41,7,14,4
Oklahoma,45,37,5,11,2
Oregon,47,22,2,21,8
Pennsylvania,38,32,3,18,9
Rhode Island,69,24,0,7,0
South Carolina,29,53,1,9,8
South Dakota,12,64,0,0,24
Tennessee,29,59,4,7,1
Texas,40,37,4,12,7
Utah,25,55,10,10,0
Vermont,42,44,0,14,0
Virginia,35,38,5,11,11
Washington,41,38,0,13,8
West Virginia,33,34,0,25,8
Wisconsin,35,38,4,18,5
Wyoming,0,68,0,32,0
