geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,41,41,3,11,4
Alaska,20,60,0,20,0
Arizona,36,46,1,15,2
Arkansas,39,23,7,23,8
California,43,34,2,15,6
Colorado,31,47,2,18,2
Connecticut,36,26,11,24,3
Delaware,30,60,0,10,0
District of Columbia,25,59,0,8,8
Florida,42,31,2,21,4
Georgia,40,33,0,20,7
Hawaii,47,40,0,6,7
Idaho,40,20,0,40,0
Illinois,35,40,3,17,5
Indiana,27,53,0,18,2
Iowa,46,27,9,18,0
Kansas,53,26,0,16,5
Kentucky,38,45,0,14,3
Louisiana,37,42,0,16,5
Maine,17,53,0,18,12
Maryland,37,39,2,16,6
Massachusetts,39,34,5,14,8
Michigan,39,40,6,12,3
Minnesota,33,47,0,19,1
Mississippi,45,46,0,9,0
Missouri,43,32,1,22,2
Montana,25,50,0,25,0
Nebraska,50,33,0,17,0
Nevada,50,28,0,17,5
New Hampshire,58,28,0,14,0
New Jersey,39,41,1,16,3
New Mexico,36,18,9,37,0
New York,37,43,2,15,3
North Carolina,36,42,1,15,6
North Dakota,0,50,0,50,0
Ohio,43,37,2,10,8
Oklahoma,36,41,5,12,6
Oregon,19,18,3,45,15
Pennsylvania,43,36,3,11,7
Rhode Island,45,33,11,11,0
South Carolina,32,29,3,26,10
South Dakota,75,25,0,0,0
Tennessee,36,40,3,15,6
Texas,44,33,1,18,4
Utah,11,67,0,22,0
Vermont,50,50,0,0,0
Virginia,43,33,4,14,6
Washington,41,41,2,14,2
West Virginia,33,67,0,0,0
Wisconsin,43,27,0,23,7
Wyoming,0,100,0,0,0
