geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,49,38,0,8,5
Alaska,33,61,0,6,0
Arizona,37,39,0,22,2
Arkansas,36,46,0,18,0
California,42,39,3,13,3
Colorado,37,52,0,10,1
Connecticut,36,41,0,18,5
Delaware,8,51,0,25,16
District of Columbia,50,50,0,0,0
Florida,38,43,3,12,4
Georgia,50,35,1,12,2
Hawaii,51,33,0,16,0
Idaho,45,25,0,30,0
Illinois,48,34,1,14,3
Indiana,28,52,2,15,3
Iowa,40,36,3,14,7
Kansas,34,42,0,12,12
Kentucky,49,35,5,9,2
Louisiana,38,42,0,20,0
Maine,39,23,0,15,23
Maryland,43,32,1,21,3
Massachusetts,42,36,4,12,6
Michigan,42,38,4,12,4
Minnesota,36,53,1,6,4
Mississippi,52,30,0,18,0
Missouri,31,38,5,21,5
Montana,40,40,0,20,0
Nebraska,48,30,0,17,5
Nevada,45,41,0,7,7
New Hampshire,23,50,4,23,0
New Jersey,40,38,1,15,6
New Mexico,36,53,0,11,0
New York,36,43,2,13,6
North Carolina,41,41,1,15,2
North Dakota,43,43,0,14,0
Ohio,34,43,1,14,8
Oklahoma,40,21,3,30,6
Oregon,22,56,0,11,11
Pennsylvania,38,42,0,17,3
Rhode Island,23,47,0,15,15
South Carolina,36,34,4,16,10
South Dakota,43,43,0,14,0
Tennessee,42,31,3,21,3
Texas,46,27,2,16,9
Utah,58,23,0,19,0
Vermont,67,33,0,0,0
Virginia,41,40,0,14,5
Washington,38,35,5,21,1
West Virginia,67,11,0,22,0
Wisconsin,25,46,9,19,1
Wyoming,50,50,0,0,0
