geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,50,28,0,19,3
Alaska,84,16,0,0,0
Arizona,36,43,0,12,9
Arkansas,54,40,0,6,0
California,44,38,2,13,3
Colorado,34,47,2,9,8
Connecticut,48,35,4,9,4
Delaware,45,33,0,22,0
District of Columbia,66,22,0,12,0
Florida,47,32,3,15,3
Georgia,38,47,2,10,3
Hawaii,54,46,0,0,0
Idaho,47,39,0,7,7
Illinois,37,42,5,11,5
Indiana,37,47,0,15,1
Iowa,37,32,0,18,13
Kansas,42,12,5,24,17
Kentucky,41,39,4,16,0
Louisiana,45,36,0,7,12
Maine,25,38,0,12,25
Maryland,44,39,2,14,1
Massachusetts,35,31,3,22,9
Michigan,44,29,3,17,7
Minnesota,42,29,1,22,6
Mississippi,34,41,3,22,0
Missouri,41,41,2,10,6
Montana,20,60,0,20,0
Nebraska,63,25,6,6,0
Nevada,31,48,4,17,0
New Hampshire,50,25,0,25,0
New Jersey,51,27,4,13,5
New Mexico,16,77,0,7,0
New York,43,35,3,14,5
North Carolina,38,40,1,15,6
North Dakota,50,38,0,12,0
Ohio,34,39,4,16,7
Oklahoma,50,30,0,12,8
Oregon,37,41,6,13,3
Pennsylvania,41,34,3,16,6
Rhode Island,51,13,12,12,12
South Carolina,25,54,3,18,0
South Dakota,33,51,0,16,0
Tennessee,32,50,1,14,3
Texas,42,35,2,16,5
Utah,46,27,0,18,9
Vermont,67,0,0,33,0
Virginia,37,38,2,14,9
Washington,39,42,0,12,7
West Virginia,51,17,16,16,0
Wisconsin,37,41,0,19,3
Wyoming,0,0,0,0,0
