geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,27,60,4,9,0
Alaska,16,84,0,0,0
Arizona,31,48,6,8,7
Arkansas,31,48,4,17,0
California,39,42,4,13,2
Colorado,26,50,2,18,4
Connecticut,39,38,1,16,6
Delaware,27,60,0,13,0
District of Columbia,14,57,0,14,15
Florida,36,45,5,13,1
Georgia,40,46,0,10,4
Hawaii,18,59,0,17,6
Idaho,7,65,0,28,0
Illinois,36,38,2,20,4
Indiana,21,63,4,11,1
Iowa,29,32,6,26,7
Kansas,27,48,9,14,2
Kentucky,28,42,0,26,4
Louisiana,34,50,4,8,4
Maine,23,39,0,38,0
Maryland,44,36,4,10,6
Massachusetts,33,44,8,12,3
Michigan,25,48,5,15,7
Minnesota,38,39,5,17,1
Mississippi,43,48,4,0,5
Missouri,27,48,4,13,8
Montana,50,40,0,10,0
Nebraska,35,45,10,10,0
Nevada,35,37,11,11,6
New Hampshire,44,38,6,12,0
New Jersey,33,53,0,12,2
New Mexico,23,55,0,22,0
New York,38,42,4,13,3
North Carolina,34,42,0,16,8
North Dakota,38,50,0,12,0
Ohio,34,48,2,12,4
Oklahoma,19,57,8,16,0
Oregon,35,45,1,18,1
Pennsylvania,36,47,2,13,2
Rhode Island,44,31,6,6,13
South Carolina,33,49,6,7,5
South Dakota,16,41,0,25,18
Tennessee,37,49,4,9,1
Texas,40,40,4,12,4
Utah,26,55,0,7,12
Vermont,12,61,0,0,27
Virginia,36,36,3,23,2
Washington,36,50,1,10,3
West Virginia,41,41,4,9,5
Wisconsin,30,47,9,11,3
Wyoming,29,57,0,14,0
