geoName,glaucoma
Alabama,59
Alaska,0
Arizona,24
Arkansas,52
California,30
Colorado,29
Connecticut,34
Delaware,76
District of Columbia,40
Florida,39
Georgia,27
Hawaii,52
Idaho,63
Illinois,28
Indiana,19
Iowa,71
Kansas,0
Kentucky,10
Louisiana,54
Maine,85
Maryland,38
Massachusetts,28
Michigan,14
Minnesota,12
Mississippi,0
Missouri,16
Montana,50
Nebraska,22
Nevada,19
New Hampshire,28
New Jersey,22
New Mexico,61
New York,26
North Carolina,36
North Dakota,71
Ohio,26
Oklahoma,16
Oregon,26
Pennsylvania,30
Rhode Island,0
South Carolina,41
South Dakota,100
Tennessee,36
Texas,24
Utah,0
Vermont,0
Virginia,24
Washington,47
West Virginia,0
Wisconsin,50
Wyoming,0
