geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,26,9,26,4
Alaska,12,50,0,38,0
Arizona,35,39,0,20,6
Arkansas,46,27,0,27,0
California,47,33,3,15,2
Colorado,49,29,0,11,11
Connecticut,32,32,0,23,13
Delaware,0,50,0,50,0
District of Columbia,57,22,0,14,7
Florida,48,28,3,15,6
Georgia,46,31,4,12,7
Hawaii,33,59,0,0,8
Idaho,50,50,0,0,0
Illinois,46,32,3,13,6
Indiana,40,35,0,21,4
Iowa,28,65,7,0,0
Kansas,47,22,3,25,3
Kentucky,42,38,0,17,3
Louisiana,38,38,10,10,4
Maine,47,27,0,20,6
Maryland,58,24,2,10,6
Massachusetts,45,41,1,6,7
Michigan,43,21,6,24,6
Minnesota,37,37,0,25,1
Mississippi,47,12,0,30,11
Missouri,48,29,0,23,0
Montana,28,43,0,29,0
Nebraska,32,26,0,21,21
Nevada,58,31,0,11,0
New Hampshire,36,27,10,18,9
New Jersey,42,39,2,11,6
New Mexico,12,69,0,13,6
New York,56,28,1,13,2
North Carolina,55,23,3,19,0
North Dakota,50,0,0,50,0
Ohio,43,28,2,24,3
Oklahoma,41,31,3,16,9
Oregon,37,37,5,14,7
Pennsylvania,36,32,0,25,7
Rhode Island,79,0,21,0,0
South Carolina,44,36,0,20,0
South Dakota,0,100,0,0,0
Tennessee,41,31,4,20,4
Texas,45,36,2,12,5
Utah,50,13,10,27,0
Vermont,67,16,0,17,0
Virginia,40,40,4,10,6
Washington,41,36,0,17,6
West Virginia,36,29,0,28,7
Wisconsin,30,38,4,24,4
Wyoming,75,25,0,0,0
