geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,40,33,3,16,8
Alaska,37,50,0,13,0
Arizona,42,37,6,12,3
Arkansas,36,43,2,14,5
California,42,41,3,10,4
Colorado,28,52,0,16,4
Connecticut,41,40,1,15,3
Delaware,57,33,0,10,0
District of Columbia,30,38,0,23,9
Florida,45,40,4,9,2
Georgia,44,39,2,12,3
Hawaii,45,45,0,5,5
Idaho,22,55,0,23,0
Illinois,43,36,3,14,4
Indiana,34,38,4,20,4
Iowa,37,54,0,9,0
Kansas,37,44,3,10,6
Kentucky,40,42,2,16,0
Louisiana,33,41,2,16,8
Maine,16,41,0,26,17
Maryland,46,41,1,8,4
Massachusetts,34,44,2,14,6
Michigan,38,38,6,14,4
Minnesota,40,39,3,14,4
Mississippi,24,62,9,5,0
Missouri,41,38,4,14,3
Montana,57,28,0,0,15
Nebraska,35,39,8,14,4
Nevada,50,30,2,12,6
New Hampshire,44,37,0,6,13
New Jersey,52,29,0,16,3
New Mexico,33,44,11,6,6
New York,39,41,2,15,3
North Carolina,39,41,1,14,5
North Dakota,33,67,0,0,0
Ohio,46,38,3,11,2
Oklahoma,53,38,0,3,6
Oregon,38,34,4,22,2
Pennsylvania,42,34,3,16,5
Rhode Island,78,22,0,0,0
South Carolina,30,41,7,22,0
South Dakota,56,33,0,0,11
Tennessee,33,44,1,18,4
Texas,44,37,3,11,5
Utah,23,53,5,19,0
Vermont,50,25,0,17,8
Virginia,51,30,3,11,5
Washington,42,40,1,13,4
West Virginia,39,44,5,12,0
Wisconsin,36,43,1,13,7
Wyoming,33,67,0,0,0
