geoName,glaucoma
Alabama,64
Alaska,100
Arizona,31
Arkansas,28
California,28
Colorado,43
Connecticut,57
Delaware,0
District of Columbia,19
Florida,39
Georgia,36
Hawaii,0
Idaho,69
Illinois,34
Indiana,42
Iowa,0
Kansas,49
Kentucky,31
Louisiana,62
Maine,61
Maryland,14
Massachusetts,51
Michigan,31
Minnesota,32
Mississippi,0
Missouri,18
Montana,53
Nebraska,24
Nevada,39
New Hampshire,0
New Jersey,25
New Mexico,0
New York,49
North Carolina,29
North Dakota,0
Ohio,36
Oklahoma,33
Oregon,27
Pennsylvania,34
Rhode Island,30
South Carolina,60
South Dakota,0
Tennessee,10
Texas,40
Utah,0
Vermont,0
Virginia,46
Washington,9
West Virginia,64
Wisconsin,15
Wyoming,87
