geoName,glaucoma
Alabama,21
Alaska,0
Arizona,41
Arkansas,73
California,37
Colorado,25
Connecticut,65
Delaware,0
District of Columbia,62
Florida,34
Georgia,9
Hawaii,73
Idaho,51
Illinois,34
Indiana,16
Iowa,30
Kansas,23
Kentucky,87
Louisiana,19
Maine,0
Maryland,19
Massachusetts,37
Michigan,36
Minnesota,54
Mississippi,0
Missouri,23
Montana,0
Nebraska,71
Nevada,23
New Hampshire,0
New Jersey,27
New Mexico,90
New York,47
North Carolina,32
North Dakota,0
Ohio,50
Oklahoma,22
Oregon,25
Pennsylvania,43
Rhode Island,44
South Carolina,20
South Dakota,0
Tennessee,27
Texas,22
Utah,45
Vermont,0
Virginia,31
Washington,24
West Virginia,100
Wisconsin,44
Wyoming,0
